sentence,image_1,image_2,label_image1,label_image2
Man sits near shore.,"[-0.5123234391212463, -0.2986304461956024, 0.3851790428161621, 0.5275136232376099, 0.30954134464263916, 0.10247023403644562, 0.03834669664502144, 0.31835371255874634, -0.12735199928283691, -0.19867676496505737, 0.31363198161125183, -0.1331157237291336, -0.0021340548992156982, -0.7477701306343079, 0.26791805028915405, -0.18845133483409882, 0.10868813842535019, 0.07178066670894623, 0.4227394461631775, -0.3698861598968506]","[-0.6141090393066406, -0.12718039751052856, 0.3673233389854431, 0.3138808608055115, 0.4030865728855133, -0.15672573447227478, 0.0178036130964756, 0.9369890093803406, -0.010044945403933525, -0.32822948694229126, 0.08331826329231262, -0.189143106341362, 0.10192908346652985, -1.3159013986587524, 0.4729461073875427, -0.2000626176595688, 0.23526044189929962, 0.5357422828674316, 0.4079939126968384, -0.11309942603111267]",0,1
Man swims in lake.,"[-0.8290967345237732, -0.06131366640329361, 0.38318002223968506, 0.4260066747665405, 0.5094348192214966, 0.5618005394935608, -0.18465910851955414, 0.5888264179229736, -0.045195773243904114, -0.06908107548952103, -0.13065606355667114, 0.0800967887043953, -0.45603615045547485, -1.2000221014022827, -0.04309803247451782, -0.11555485427379608, 0.28913936018943787, 0.5790418386459351, 0.567840039730072, -0.2333970069885254]","[-0.7353394627571106, -0.27830225229263306, 0.19107097387313843, 0.4414522349834442, 0.37082868814468384, -0.2595435380935669, 0.6750143766403198, 0.4058852791786194, -0.231891468167305, 0.01798740029335022, 0.012483376078307629, -0.04710233211517334, 0.11021589487791061, -1.1772119998931885, 0.16857019066810608, 0.3154745399951935, 0.2608078122138977, -0.03437482565641403, 0.6097909212112427, 0.03943568468093872]",0,1
Person holds beer to players.,"[-0.8604611754417419, -0.16151490807533264, 0.19537505507469177, -0.07381173968315125, 0.382942259311676, -0.14242035150527954, 0.23721890151500702, 0.8058146834373474, 0.0609450563788414, -0.05438530445098877, 0.2568318843841553, 0.016698045656085014, 0.22208699584007263, -1.0918042659759521, 0.2001822590827942, -0.3738028109073639, 0.4529537558555603, 0.18913555145263672, 0.6096864938735962, 0.007718442007899284]","[-0.856687605381012, -0.24568581581115723, 0.6844162344932556, -0.0010804655030369759, 0.5709688663482666, 0.267503023147583, 0.16132357716560364, 0.44110041856765747, 0.12583093345165253, -0.3285425305366516, -0.14117540419101715, -0.18033237755298615, -0.21329370141029358, -1.403244972229004, 0.0947645902633667, -0.012996358796954155, 0.44725415110588074, 0.5918826460838318, 0.38011249899864197, -0.1200440526008606]",0,1
Children run on field.,"[-1.3773874044418335, -0.4477781057357788, 0.7714813947677612, 0.4150000512599945, 0.6007428169250488, -0.2104284018278122, -0.16932789981365204, 1.1658657789230347, 0.2048730105161667, -0.10075340420007706, 0.39900022745132446, 0.2909606397151947, -0.337749183177948, -1.0568963289260864, 0.4993191361427307, -0.09207456558942795, 0.514329731464386, 0.2717163860797882, 0.13110092282295227, -0.4498594403266907]","[-0.9260772466659546, -0.5146604776382446, 0.3945515751838684, 0.01744072511792183, 0.8970362544059753, -0.0034620147198438644, 0.5613259077072144, 0.9759663343429565, -0.3014167249202728, -0.21285629272460938, 0.2850361764431, -0.32429835200309753, 0.04600004851818085, -0.8490769267082214, 0.15175387263298035, -0.1807761937379837, 0.5721153616905212, 0.2507850229740143, 0.42754125595092773, -0.11081111431121826]",0,1
Man crosses road.,"[-1.028305172920227, -0.31807148456573486, 0.19823050498962402, 0.6847299337387085, 0.7638851404190063, -0.3760393559932709, 0.45537588000297546, 0.9864673614501953, 0.1250520944595337, -0.07982120662927628, 0.4038196802139282, -0.3605687618255615, -0.08570986986160278, -0.7019429802894592, 0.28848910331726074, -0.06114877760410309, 0.11621832102537155, 0.12762762606143951, 0.3393489718437195, -0.5067223906517029]","[-0.9043735265731812, -0.27053266763687134, 0.3677554130554199, 0.6065772175788879, 0.34132400155067444, 0.008126610890030861, 0.10082602500915527, 0.6520513892173767, 0.21951675415039062, -0.17711666226387024, 0.10809430480003357, -0.11224251240491867, -0.02388847805559635, -0.9033688902854919, 0.2915167212486267, -0.19980594515800476, 0.4677411913871765, 0.4113673269748688, 0.41070204973220825, -0.3179474174976349]",0,1
Girls carry water on heads.,"[-1.2522802352905273, -0.13910484313964844, 0.46694716811180115, 0.8542989492416382, 0.6765745878219604, -0.17398349940776825, 0.3090360760688782, 0.9746391177177429, 0.014996843412518501, 0.042267411947250366, 0.27703654766082764, -0.6813220381736755, -0.021706799045205116, -1.03127121925354, 0.42446064949035645, 0.2460808902978897, 0.7264168858528137, 0.048519566655159, 0.25860801339149475, -0.5696879625320435]","[-0.7474281787872314, -0.3646012842655182, 0.46581459045410156, 0.8902301788330078, 0.45427370071411133, 0.1002650186419487, 0.2304297387599945, 0.987288773059845, -0.20941127836704254, 0.14016267657279968, 0.45749640464782715, 0.10310115665197372, -0.0007144082337617874, -1.157000184059143, 0.16589507460594177, -0.21927647292613983, 0.14033107459545135, 0.17990565299987793, -0.05190366506576538, -0.1936473399400711]",0,1
Man run on snow,"[-0.7734847664833069, -0.7520772218704224, 0.25381481647491455, -0.059195589274168015, 0.5175216197967529, 0.3280460834503174, 0.16865088045597076, 0.40860283374786377, -0.4686443507671356, 0.09766820818185806, 0.4701122045516968, -0.22354674339294434, 0.4554164707660675, -0.684158980846405, 0.27330929040908813, 0.42176374793052673, 0.47189879417419434, 0.10182683914899826, 0.3370988368988037, -0.08631258457899094]","[-0.4738142788410187, -0.34540432691574097, 0.37696290016174316, 0.8095810413360596, 0.3497031629085541, -0.15211743116378784, -0.07555146515369415, 0.5547573566436768, -0.07587200403213501, -0.38459277153015137, -0.251132607460022, -0.0731532946228981, -0.42744797468185425, -0.9810941815376282, 0.01765984483063221, -0.4122309386730194, -0.27131152153015137, 0.42924419045448303, 0.13118907809257507, -0.05621558427810669]",0,1
Dog lies in grass,"[-1.0469284057617188, -0.3358469009399414, -0.17061227560043335, 0.47617173194885254, 0.7561753988265991, -0.6008551716804504, 0.190536230802536, 1.1764572858810425, -0.20638778805732727, -0.3000807762145996, 0.26425400376319885, 0.3662540018558502, -0.14954742789268494, -1.2410801649093628, 0.3935462236404419, 0.010407732799649239, 0.5711396932601929, 0.3027428686618805, 0.701111912727356, 0.06131704896688461]","[-1.0252760648727417, -0.28450489044189453, -0.06776377558708191, 0.4375816583633423, 0.35031992197036743, -0.09959938377141953, 0.07159833610057831, 1.0552997589111328, -0.011924711987376213, -0.10285172611474991, 0.2798222303390503, 0.03163778781890869, 0.16295096278190613, -0.46525368094444275, 0.41377997398376465, -0.07542730867862701, 0.21042290329933167, 0.13087622821331024, 0.40513455867767334, 0.004900766536593437]",1,0
Player celebrates after game.,"[-1.1889898777008057, -0.19989123940467834, 0.22605863213539124, 0.383434921503067, 0.724772572517395, -0.051607951521873474, 0.4530251920223236, 0.472614049911499, 0.08259792625904083, 0.006819091737270355, -0.13393466174602509, -0.12379307299852371, -0.4527207911014557, -1.3373287916183472, 0.09492458403110504, 0.14641372859477997, 0.40957075357437134, 0.43064501881599426, 0.16147390007972717, -0.08812150359153748]","[-0.9592298865318298, -0.24873822927474976, 0.5279181599617004, 0.4447036683559418, 0.32891809940338135, 0.14963707327842712, -0.042452480643987656, 1.0712392330169678, -0.07071542739868164, 0.14584988355636597, 0.17535121738910675, 0.17550481855869293, 0.32189106941223145, -1.327842116355896, 0.15624788403511047, -0.08436661958694458, 0.1303071528673172, 0.5787311792373657, 0.27080461382865906, -0.2555406391620636]",0,1
Woman runs on street.,"[-1.0941753387451172, -0.08138788491487503, 0.24410110712051392, 0.6301854252815247, 0.5990198850631714, -0.631351888179779, 0.2695203423500061, 0.847077488899231, -0.2754059135913849, -0.09559785574674606, 0.28920263051986694, 0.05559515208005905, -0.23536473512649536, -0.7620380520820618, 0.35191065073013306, -0.24925775825977325, 0.38394010066986084, 0.35987362265586853, 0.31962841749191284, -0.286826491355896]","[-0.8443096876144409, 0.2625935673713684, 0.13066835701465607, 0.4683217406272888, 0.3283228874206543, -0.17220348119735718, 0.30937832593917847, 0.5655738711357117, 0.208700492978096, 0.1393362581729889, 0.5008224844932556, -0.2840184271335602, -0.20807981491088867, -0.8810372948646545, 0.34118086099624634, -0.4804493486881256, 0.24471603333950043, 0.06690162420272827, 0.37544429302215576, -0.28171059489250183]",1,0
Person sits on rock.,"[-0.40787675976753235, -0.2392638921737671, 0.38522815704345703, 0.4708804786205292, 0.6536996960639954, -0.16964362561702728, 0.3917527198791504, 0.9123795032501221, -0.08156587928533554, -0.09213424474000931, 0.24562866985797882, -0.29157376289367676, 0.3053697347640991, -0.9623358845710754, -0.057874128222465515, -0.11749638617038727, 0.4899452328681946, 0.2020958662033081, 0.3068835735321045, -0.5211324095726013]","[-1.2329925298690796, -0.21379658579826355, 0.05699300393462181, 0.798926830291748, 0.5989657640457153, -0.2937239408493042, 0.45834478735923767, 0.7177549600601196, -0.7122907638549805, -0.5444917678833008, 0.12993963062763214, -0.1791902482509613, 0.18021342158317566, -0.7380704283714294, -0.08356409519910812, 0.2417430430650711, 0.7510753273963928, 0.5590121746063232, 0.6025493144989014, -0.5971789360046387]",0,1
Woman runs in park.,"[-1.0771814584732056, -0.1175922229886055, 0.3709707260131836, 0.12941013276576996, 0.6347198486328125, -0.059028998017311096, 0.3792556822299957, 1.0702978372573853, -0.11268965899944305, -0.09545619040727615, 0.37604713439941406, 0.3039275109767914, 0.11549186706542969, -0.9749507308006287, 0.3867800831794739, -0.014578057453036308, 0.35955625772476196, 0.16725032031536102, 0.25698891282081604, -0.26446038484573364]","[-1.1146812438964844, -0.3356589674949646, 0.15111017227172852, -0.13240700960159302, 0.49154138565063477, -0.04263424128293991, 0.11097660660743713, 0.7924558520317078, -0.22263208031654358, 0.5269291400909424, -0.01338053960353136, -0.20202161371707916, -0.19916705787181854, -0.4555463194847107, 0.10052500665187836, 0.20148466527462006, 0.23987643420696259, 0.0001947116106748581, 0.31250545382499695, -0.004235828295350075]",0,1
Mother sits on beach.,"[-0.8418254256248474, -0.16408410668373108, 0.19153839349746704, 0.4163450002670288, 0.9708975553512573, 0.004860037937760353, 0.4642558991909027, 1.099122405052185, 0.004763709381222725, -0.6407300233840942, 0.12349437177181244, -0.21414901316165924, -0.4394453763961792, -0.7519463300704956, 0.5838890075683594, -0.6058119535446167, 0.8956138491630554, 0.4198555648326874, 0.43644291162490845, 0.03366437554359436]","[-0.9010507464408875, -0.38628530502319336, 0.24411576986312866, 0.34531116485595703, 0.34445369243621826, 0.07401465624570847, 0.049605924636125565, 0.5697833299636841, -0.1239258348941803, -0.11485744267702103, 0.16027697920799255, -0.3291603922843933, 0.0452011376619339, -1.2565982341766357, 0.35652244091033936, -0.14167973399162292, 0.5192705392837524, 0.5558530688285828, 0.35022032260894775, 0.290639728307724]",0,1
Man walks up a rock.,"[-0.6687477827072144, -0.10129737108945847, 0.1823984980583191, 0.7799322009086609, 0.28054124116897583, -0.21351654827594757, 0.2892761826515198, 0.776771605014801, -0.02303069643676281, -0.4013810157775879, 0.5769500136375427, -0.35753390192985535, 0.24376291036605835, -1.1857362985610962, 0.13331180810928345, -0.1779300570487976, 0.270651638507843, 0.5144970417022705, 0.6594127416610718, -0.5344836711883545]","[-0.8290910720825195, -0.583991289138794, 0.7752496004104614, 0.5576522946357727, 0.08772962540388107, -0.26727595925331116, 0.8485867381095886, 0.7957336902618408, -0.09793263673782349, -0.004733733832836151, 0.3578251600265503, 0.11881440132856369, 0.007529003545641899, -0.9289605021476746, 0.30856141448020935, -0.44610223174095154, 0.36402684450149536, 0.13674943149089813, 0.2814578413963318, -0.47204986214637756]",0,1
Player carries ball to score goal.,"[-1.0422568321228027, -0.19149896502494812, 0.3621840476989746, 0.5494005084037781, 0.6816545128822327, 0.3807410001754761, 0.6682648062705994, 0.6645432710647583, 0.004192383959889412, -0.07672888785600662, -0.09783969819545746, -0.41554808616638184, -0.18952466547489166, -1.735435128211975, 0.32620733976364136, 0.04209262132644653, 0.6919235587120056, 0.6599642038345337, 0.20604868233203888, -0.2723880708217621]","[-0.8418849110603333, -0.5591392517089844, 0.3429548740386963, 0.8780843019485474, 0.8415161371231079, -0.17805758118629456, 0.3056029975414276, 0.9340121150016785, -0.27995410561561584, -0.29474085569381714, -0.14826810359954834, -0.2257908284664154, 0.18186146020889282, -1.2228131294250488, 0.2654048502445221, 0.1511249989271164, 0.5746339559555054, 0.49030181765556335, 0.26271623373031616, -0.41933390498161316]",0,1
Man runs on shore.,"[-0.816487729549408, -0.49210357666015625, 0.5836009383201599, 1.0249639749526978, 0.7031443119049072, -0.34447941184043884, 0.1643323451280594, 1.0194684267044067, -0.17879685759544373, -0.23866072297096252, 0.0028312383219599724, -0.28407055139541626, -0.37740129232406616, -0.8890490531921387, 0.4834090769290924, -0.35407158732414246, 0.3425491750240326, 0.5912790894508362, 0.8385055065155029, -0.3516698181629181]","[-0.9522179961204529, -0.4518875479698181, 0.4042341411113739, 0.5669742822647095, 0.5486893057823181, -0.06327933818101883, 0.02551250532269478, 1.117843508720398, -0.09049475193023682, -0.4154433608055115, 0.07970236241817474, -0.16647587716579437, 0.3131699860095978, -1.3033527135849, 0.5963768362998962, -0.050841525197029114, 0.4985637068748474, 0.4058084785938263, 0.525439977645874, 0.04890793561935425]",0,1
Man walks by water.,"[-0.6073183417320251, -0.3275905251502991, 0.05994149670004845, 0.48210352659225464, 0.5290911197662354, 0.09582170099020004, 0.21678270399570465, 0.9766948223114014, -0.09801697731018066, -0.27813804149627686, 0.3740800619125366, -0.36679503321647644, 0.06767997145652771, -1.0461677312850952, 0.514305591583252, -0.20170514285564423, 0.5487576723098755, 0.13405950367450714, 0.4385046660900116, -0.0662740170955658]","[-0.562761664390564, -0.48766711354255676, 0.4699954390525818, 0.4034823179244995, 0.3184853792190552, 0.030107149854302406, 0.2228551208972931, 0.7713778018951416, 0.008918555453419685, -0.48669329285621643, 0.2998684048652649, -0.4196726977825165, -0.03566041588783264, -1.1349560022354126, 0.14418914914131165, -0.334017276763916, 0.3314746618270874, 0.018973005935549736, 0.1725703328847885, -0.2323969304561615]",0,1
Dog stands on floor.,"[-0.8344187140464783, -0.24308305978775024, 0.035448577255010605, 0.45489877462387085, 0.44995516538619995, -0.39341971278190613, 0.31579917669296265, 0.7080510258674622, -0.30124256014823914, -0.1747862994670868, 0.34427425265312195, -0.022887328639626503, 0.09069949388504028, -1.1001466512680054, 0.11607800424098969, -0.3114071190357208, 0.23455052077770233, -0.003780970349907875, 0.3132373094558716, -0.015367047861218452]","[-0.8724567890167236, -0.3231358528137207, 0.0868992805480957, 1.0125311613082886, 0.7166767120361328, -0.036149121820926666, 0.11332882940769196, 0.7302222847938538, -0.14783117175102234, 0.1917322278022766, 0.3474726676940918, -0.4295247793197632, -0.12190257012844086, -0.6339743137359619, 0.19926637411117554, 0.02336070127785206, 0.34556907415390015, -0.11132214963436127, 0.26915520429611206, 0.003983033820986748]",0,1
Person plays computer game.,"[-0.39104747772216797, 0.4969467520713806, 0.3127886950969696, 0.5059124827384949, 0.6241457462310791, -0.08466367423534393, 0.5358738899230957, 0.6474336981773376, 0.4178723096847534, -0.2521101236343384, 0.5041036009788513, -0.583240807056427, -0.34871706366539, -0.7199438214302063, 0.1949624866247177, -0.6427260637283325, 0.18913674354553223, 0.14395856857299805, 0.31578612327575684, -0.5213779211044312]","[-0.4856412708759308, -0.09904317557811737, 0.42829200625419617, 0.29114365577697754, 0.37711939215660095, -0.16530784964561462, 0.5741792321205139, 0.602850615978241, -0.30537986755371094, -0.13949516415596008, 0.6359630823135376, -0.1736423522233963, -0.13207148015499115, -0.8112083077430725, 0.24743321537971497, 0.0454656183719635, 0.6930491328239441, -0.364018052816391, 0.615911602973938, -0.22090564668178558]",0,1
Man sits near lake.,"[-1.2142211198806763, -0.10489118844270706, 0.20653584599494934, 0.5978612899780273, 0.8789840340614319, -0.021106472238898277, 0.08030028641223907, 0.7682910561561584, -0.15080496668815613, -0.11762251704931259, 0.3555915355682373, 0.38232484459877014, 0.6610037684440613, -1.393506407737732, 0.5584768056869507, -0.13671472668647766, 0.4234767556190491, 0.23929044604301453, 0.7023117542266846, -0.08779074251651764]","[-0.5486329793930054, -0.16522309184074402, 0.21452593803405762, 0.7848016023635864, 0.4392325282096863, -0.0182784553617239, 0.3603494465351105, 1.005321741104126, -0.14509256184101105, 0.10494229942560196, 0.4015164077281952, -0.21385110914707184, -0.14321620762348175, -1.0970126390457153, 0.33608728647232056, -0.3900056779384613, 0.11348908394575119, -0.00439232774078846, 0.5866405963897705, -0.2674512565135956]",1,0
Man walks across sea.,"[-0.5266931653022766, -0.390201598405838, 0.4251384139060974, 0.2993597388267517, 0.5021616816520691, 0.33509010076522827, 0.28319165110588074, 0.6467742323875427, 0.003261195495724678, -0.27841508388519287, 0.29967615008354187, 0.11786074191331863, 0.05544070154428482, -1.304514765739441, 0.49207592010498047, 0.13027575612068176, 0.28713566064834595, 0.23326097428798676, 0.2715752422809601, 0.0021803732961416245]","[-0.9770732522010803, -0.49559956789016724, 0.7238218784332275, 0.6429163217544556, 0.38848865032196045, -0.5129550099372864, 0.06807738542556763, 0.7540484070777893, -0.28480246663093567, -0.20946139097213745, 0.3872777223587036, -0.23446284234523773, -0.2657891511917114, -1.2079081535339355, 0.44360241293907166, -0.05765394866466522, 0.509333074092865, 0.059517309069633484, 0.4336884617805481, -0.5963317155838013]",1,0
Mother carries child.,"[-1.0250754356384277, 0.2052726447582245, 0.2386985421180725, 0.10463505983352661, 0.6379917860031128, -0.06068980693817139, 0.09162966907024384, 0.7945354580879211, -0.08976736664772034, 0.08045143634080887, 0.2779468297958374, -0.18471911549568176, -0.03298887610435486, -1.2114157676696777, 0.32098016142845154, -0.20188145339488983, 0.5598503351211548, 0.2922040522098541, 0.33190810680389404, -0.114442378282547]","[-0.6519392728805542, -0.028501436114311218, 0.18443965911865234, 0.04540017619729042, 0.35830941796302795, -0.5061376690864563, 0.17612884938716888, 0.3178099989891052, -0.18683704733848572, -0.3550405502319336, 0.15805654227733612, -0.028376823291182518, -0.05764886736869812, -0.8006455898284912, -0.0315902978181839, -0.3164174556732178, 0.35475319623947144, 0.1341247707605362, 0.510700523853302, 0.12068586051464081]",1,0
