sentence_pos,sentence_neg,image,label_pos,label_neg
 Girl pushes man on swings,Man pushes girl on swings,"[0.2114919275045395, 0.18219353258609772, 0.09457084536552429, 0.1688125729560852, -0.6058776378631592, -0.12044407427310944, -0.7417320013046265, -0.21468690037727356, 0.3744834363460541, -0.13020940124988556, 0.2583540678024292, -0.19269078969955444, 0.21041937172412872, 0.5470145344734192, 0.5519058108329773, -0.15018048882484436, -0.4273858964443207, 0.3665523827075958, -0.32041284441947937, -0.17469510436058044]",1,0
Daughter runs towards mother, Mother runs towards daughter,"[0.0509483702480793, -0.1693381518125534, 0.4794291853904724, 0.4160001575946808, -0.26231423020362854, 0.055289823561906815, -0.47059890627861023, -0.5508026480674744, -0.14170923829078674, -0.00705852173268795, -0.10444072633981705, -0.194366455078125, -0.37523767352104187, 0.08228503167629242, 0.16541117429733276, -0.42753732204437256, 0.013399677351117134, 0.17813776433467865, 0.05097679793834686, -0.33765512704849243]",1,0
Woman punches man, Man punches woman,"[0.052084583789110184, -0.24339032173156738, 0.4097083806991577, 0.2201547920703888, -0.09101327508687973, -0.5319401621818542, -0.6782175898551941, -0.7947659492492676, 0.103644460439682, 0.09404689073562622, -0.2198713719844818, -0.5742062330245972, -0.02353169023990631, -0.022510992363095284, 0.8169668912887573, -0.3780399560928345, -0.22286853194236755, 0.17853087186813354, -0.30078914761543274, -0.1950727254152298]",1,0
Woman punches man, Man punches woman,"[0.045968834310770035, -0.18936194479465485, 0.4666602909564972, 0.13972267508506775, 0.13139279186725616, -0.5953566431999207, -0.8866473436355591, -0.6897425651550293, 0.2437572181224823, 0.11294002085924149, -0.7794354557991028, -0.36222994327545166, 0.1810733824968338, 0.08282069861888885, 0.5405828952789307, -1.0889134407043457, -0.11553073674440384, -0.3245828449726105, 0.2969239354133606, -0.0785495936870575]",1,0
Man shouts at dog, Dog shouts at man,"[-0.2887337803840637, -0.18332551419734955, 0.606906533241272, 0.5021647810935974, -0.16195744276046753, 0.048838887363672256, -0.3773600161075592, -0.8030027151107788, 0.04520558565855026, 0.17844198644161224, 0.059382181614637375, -0.41399848461151123, -0.335737407207489, 0.2509717047214508, 0.4632527828216553, -0.28570547699928284, -0.3698837459087372, 0.5070233345031738, -0.47358259558677673, -0.3903668522834778]",1,0
Fox chases rabbit, Rabbit chases fox,"[-0.45428013801574707, 0.22036685049533844, 0.38818156719207764, 0.23967674374580383, -0.38715803623199463, 0.12938490509986877, -0.5948823690414429, -0.8253605961799622, -0.1918308436870575, 0.17208795249462128, -0.5593759417533875, -0.6060069799423218, 0.08449096977710724, 0.3770701587200165, 0.45509135723114014, -0.0322435088455677, -0.1685253083705902, 0.5988669991493225, -0.396751344203949, 0.015134342014789581]",1,0
 Baby carries mother,Mother carries baby,"[-0.33699551224708557, 0.0960463136434555, 0.2739019989967346, 0.3540833294391632, 0.014412978664040565, 0.03241809830069542, -0.5609729886054993, -0.19502945244312286, 0.2533442974090576, -0.36437079310417175, 0.04387097805738449, -0.5674716234207153, -0.1381562054157257, 0.016085339710116386, 0.40800195932388306, -0.47841593623161316, -0.019809873774647713, -0.12651914358139038, -0.55494225025177, -0.07118263840675354]",1,0
 Parents push children on swings,Children push parents on swings,"[-0.08945894241333008, 0.2858799397945404, 0.2924182415008545, 0.37131503224372864, -0.6757131814956665, -0.25620076060295105, -0.8741744756698608, -0.7619039416313171, 0.3193666636943817, -0.1640198826789856, -0.3793841302394867, 0.04272349923849106, 0.27185118198394775, 0.4898207485675812, 0.8180400729179382, -0.1110735833644867, -0.5508628487586975, 0.1964990794658661, -0.5081444382667542, 0.326545387506485]",1,0
Woman helps man, Man helps woman,"[-0.6291496157646179, 0.16304562985897064, 0.4068046808242798, 0.3302178680896759, -0.024851297959685326, -0.1499153971672058, -0.08416596055030823, -0.8562874794006348, 0.32503339648246765, 0.2612418234348297, 0.33015942573547363, -0.4676627516746521, -0.13539758324623108, 0.34690409898757935, 0.21615134179592133, -0.4730723798274994, 0.011062128469347954, 0.15728965401649475, -0.6741416454315186, -0.16720272600650787]",1,0
 Referee shouts at player,Player shouts at referee,"[-0.12884226441383362, 0.012862635776400566, 0.4385110139846802, 0.31861820816993713, -0.09531960636377335, 0.42183563113212585, -0.4145473539829254, -0.8520820736885071, 0.1069914847612381, -0.13592450320720673, -0.37373048067092896, -0.6222073435783386, -0.005284727551043034, 0.4664430618286133, 0.25886210799217224, -0.34134912490844727, -0.1599234640598297, -0.14910806715488434, -0.023789694532752037, -0.571966290473938]",1,0
 Man helps woman,Woman helps man,"[-0.33067625761032104, 0.006251884624361992, 0.4997977614402771, 0.036616768687963486, -0.45868825912475586, 0.1981743425130844, -0.6182891726493835, -0.34424158930778503, 0.24699296057224274, -0.13316725194454193, -0.16679413616657257, -0.4641556143760681, 0.11317780613899231, -0.04496218264102936, 0.12347757071256638, -0.41117146611213684, -0.31840020418167114, 0.07937545329332352, -0.3021720349788666, -0.3730282783508301]",1,0
 Dog follows man,Man follows dog,"[-0.21259813010692596, 0.6767171621322632, 0.44093647599220276, 0.4243202209472656, 0.07508810609579086, 0.15128900110721588, -0.4071092903614044, -0.837274432182312, 0.40414175391197205, 0.09258104115724564, -0.17804913222789764, -0.47072768211364746, -0.29510432481765747, 0.49998870491981506, 0.6904844641685486, -0.3504135310649872, -0.015019530430436134, 0.15496045351028442, -0.4031672775745392, -0.2830597162246704]",1,0
Man carries unberella for son, Son carries umberella for man,"[-0.19372081756591797, -0.04199819266796112, 0.5029914975166321, 0.3602352440357208, -0.3253278136253357, -0.0720517486333847, -0.6796424984931946, -0.5029117465019226, -0.03736386448144913, 0.11206621676683426, -0.06026318296790123, -0.22182142734527588, -0.5132277011871338, 0.35180965065956116, 0.23546461760997772, -0.10082274675369263, -0.2233104109764099, -0.01664031110703945, -0.037032872438430786, -0.44191840291023254]",1,0
 Man opens door fow woman,Woman opens door for man,"[-0.15123195946216583, 0.0566948801279068, 0.26555347442626953, 0.270271897315979, -0.6441754698753357, 0.26150399446487427, -0.6893709301948547, -0.13521145284175873, -0.2772548496723175, -0.03214131295681, -0.1749752312898636, -0.44034141302108765, 0.13144451379776, 0.06784987449645996, 0.09506206214427948, -0.06612057983875275, 0.09534359723329544, -0.03356818109750748, 0.2310701608657837, -0.24954599142074585]",1,0
Teacher is behind student, Student is behind teacher,"[-0.3526383638381958, -0.17943666875362396, 0.42434388399124146, 0.03305605798959732, -0.5554963946342468, -0.21274791657924652, -0.677888810634613, -0.5085327625274658, -0.14280039072036743, 0.22374995052814484, -0.44246193766593933, -0.7182613015174866, 0.08781111240386963, 0.3343602120876312, -0.14968493580818176, -0.23715050518512726, -0.08436063677072525, 0.25009095668792725, 0.2061997354030609, -0.7223909497261047]",1,0
Bear chases girl, Girl chases bear,"[-0.44758668541908264, -0.138067826628685, 0.3003693222999573, 0.42302364110946655, -0.46743205189704895, -0.118358314037323, -0.8508296012878418, -0.6891552209854126, 0.0051323119550943375, 0.36117592453956604, -0.13359244167804718, -0.3886512517929077, 0.018998563289642334, 0.05191074311733246, 0.3285825848579407, -0.30550849437713623, -0.010561341419816017, 0.18672175705432892, -0.7405179738998413, -0.08968804776668549]",1,0
Teacher shouts at child, Child shouts at teacher,"[-0.42266401648521423, -0.030361192300915718, 0.058843959122896194, 0.2636815011501312, -0.24777059257030487, 0.40824076533317566, -0.5527487993240356, -0.5033192038536072, -0.0455021932721138, 0.24523574113845825, -0.13841281831264496, -0.5449241995811462, -0.042749226093292236, 0.18054531514644623, -0.4889683127403259, -0.6424172520637512, 0.030398769304156303, 0.2292669713497162, 0.3588617742061615, -0.5876929759979248]",1,0
 Dog carries man,Man carries dog,"[-0.3954809904098511, 0.2573879361152649, 0.15362054109573364, 0.30393555760383606, -0.4718515872955322, -0.13809005916118622, -0.5873185396194458, -0.5845538377761841, -0.06063470244407654, 0.09232722967863083, -0.16999320685863495, -0.4384056329727173, -0.5047616362571716, 0.363294392824173, 0.10832542181015015, -0.37189337611198425, -0.019351782277226448, 0.5647005438804626, -0.19128090143203735, 0.042733609676361084]",1,0
Girl pushes father on swings, Father pushes daughter on swings,"[-0.35723885893821716, 0.12328341603279114, -0.08756108582019806, 0.5122445225715637, -0.7351929545402527, 0.09433852136135101, -0.9638985991477966, -0.6846542358398438, 0.25739526748657227, 0.03890327364206314, -0.12829022109508514, -0.8295080065727234, 0.033581316471099854, 0.6092529296875, 0.5190695524215698, -0.2640480697154999, -0.33314427733421326, -0.025192687287926674, -0.34627214074134827, -0.05674225091934204]",1,0
 Patient smiles at doctor,Doctor smiles at patient,"[-0.4403470456600189, -0.0579068660736084, 0.6622896790504456, -0.056751832365989685, -0.5123012661933899, -0.18951426446437836, -0.9465381503105164, -0.660980224609375, -0.03691549599170685, -0.07790973037481308, -0.030339282006025314, -0.7271828651428223, -0.14250381290912628, 0.06734727323055267, -0.28894364833831787, -0.2327376902103424, -0.2445518672466278, 0.014878923073410988, 0.28909096121788025, -0.5219530463218689]",1,0
 Man chases police,Police chases man,"[-0.4553574323654175, -0.10949057340621948, 0.4343305826187134, -0.10112880915403366, 0.07845661789178848, 0.24150104820728302, -0.7650777697563171, -0.6770763993263245, -0.06432531028985977, -0.024719586595892906, -0.46593865752220154, -0.6502402424812317, -0.6179256439208984, 0.590305507183075, -0.02393368072807789, -0.18303248286247253, -0.1563621610403061, 0.07592465728521347, 0.33185526728630066, -0.729801595211029]",1,0
Elephant follows lion, Lion follows elephant,"[-0.44352245330810547, 0.47016793489456177, 0.14136530458927155, 0.43331122398376465, -0.3721334934234619, 0.32239341735839844, -0.8501827716827393, -1.152078628540039, 0.016731878742575645, 0.3204764127731323, -0.45603418350219727, -0.19789379835128784, -0.09097984433174133, -0.03295396268367767, 0.2927132248878479, -0.4107348620891571, -0.49519607424736023, 0.7884716391563416, -0.6506819725036621, 0.14803065359592438]",1,0
Police punches boy, Boy punches police,"[0.1895582377910614, 0.23821642994880676, 0.3285937011241913, 0.7228603363037109, -0.28354525566101074, 0.45499029755592346, -0.6611950397491455, -0.7247279286384583, 0.12960396707057953, 0.03610794246196747, -0.12833569943904877, -0.3678409457206726, 0.24692171812057495, 0.4462573826313019, 0.3793705403804779, -0.24046818912029266, -0.1707257628440857, 0.10756756365299225, -0.35516294836997986, -0.22164954245090485]",1,0
Dog chases cat, Cat chases dog,"[-0.6922134757041931, -0.02414618618786335, -0.08373408019542694, 0.035074107348918915, -0.15005868673324585, -0.08051899075508118, -0.6699590086936951, -0.3442528545856476, 0.10858297348022461, -0.10043319314718246, -0.5138580203056335, -0.5167510509490967, -0.19294551014900208, 0.37927383184432983, 0.012401087209582329, 0.09702277183532715, -0.37832486629486084, 0.6483011245727539, -0.36424294114112854, -0.01511092483997345]",1,0
Child follows parent, Parent follows child,"[-0.2755855321884155, 0.026445871219038963, 0.3466412425041199, -0.3668571710586548, 0.04642293602228165, -0.25824829936027527, -0.3142887055873871, -0.8646616339683533, -0.14822940528392792, 0.5344824194908142, 0.229400172829628, -0.24691790342330933, 0.1804785281419754, 0.3519228398799896, 0.45145684480667114, -0.5735223293304443, -0.008937189355492592, -0.0876975804567337, -0.07971275597810745, -0.5247105360031128]",1,0
 Boy helps people climb mountain,People help boy clinb mountain,"[-0.4582344889640808, 0.44291117787361145, 1.113281011581421, 0.45469945669174194, 0.3280032277107239, 0.36000049114227295, -0.5022109150886536, -0.6943652033805847, -0.016583940014243126, -0.13547563552856445, -0.16170300543308258, -0.0690687969326973, -0.5286813974380493, 0.5154057145118713, 0.4642289876937866, -0.29981619119644165, -0.2758735716342926, 0.24900096654891968, -0.38642993569374084, -0.2958642542362213]",1,0
 Girl pushes man on swings,Man pushes girl on swings,"[-0.2827484905719757, 0.12296013534069061, 0.3820226788520813, -0.1617991030216217, -0.48092395067214966, -0.6089152097702026, -0.8001765012741089, -0.9554179310798645, 0.4170820415019989, -0.08202987164258957, 0.006916363723576069, -0.6351390480995178, 0.0880204290151596, 0.6988035440444946, 0.8921814560890198, -0.2563215494155884, -0.4941166937351227, 0.14598125219345093, -0.6838713884353638, -0.4778631925582886]",1,0
Woman carries man, Man carries woman,"[0.03922073170542717, -0.13188476860523224, 0.35185062885284424, 0.40996798872947693, -0.08329372853040695, -0.16510100662708282, -0.24697266519069672, -0.46797335147857666, -0.08251985907554626, 0.2102612555027008, -0.15012133121490479, -0.6393457651138306, -0.03572091460227966, 0.24490781128406525, 0.8733344078063965, -0.5602658987045288, -0.0600791871547699, 0.6499347686767578, -0.6925512552261353, -0.14364244043827057]",1,0
Polar bear chases seal, Seal chases polar bear,"[-1.1054766178131104, 0.7335915565490723, 0.5198109745979309, -0.14119523763656616, -0.4263092577457428, 0.11008918285369873, -0.774945080280304, -1.014748215675354, -1.0452449321746826, 0.25635072588920593, -0.37860119342803955, -0.18132787942886353, -0.23966211080551147, 0.7965071797370911, 0.31252557039260864, -0.4572913646697998, 0.2800440788269043, 0.26541662216186523, -0.45327815413475037, -0.5607842803001404]",1,0
Chef is behind waiter, Waiter is behind chef,"[-0.5077977776527405, -0.03018580563366413, 0.779473602771759, 0.12776759266853333, -0.1133749708533287, 0.45302391052246094, -0.635246992111206, -0.6700543761253357, -0.03937244415283203, 0.04729307442903519, -0.5238176584243774, -1.0672701597213745, 0.06318191438913345, 0.5456202626228333, 0.14019040763378143, -0.46359553933143616, -0.49029120802879333, -0.047729380428791046, 0.3898816704750061, -0.44162517786026]",1,0
Grandfather pushes grandmother on swings, Grandmotehr pushes grandfather on swings,"[0.15060974657535553, 0.1698508858680725, 0.1565575748682022, 0.3469100594520569, -0.17398858070373535, -0.09221100807189941, -0.9078048467636108, -0.24358168244361877, 0.3345182240009308, -0.38190945982933044, 0.19966521859169006, -0.3152608871459961, -0.2508830428123474, 0.7115201950073242, 0.5213432908058167, -0.20743027329444885, -0.2875608503818512, 0.41966208815574646, -0.2671830952167511, -0.15835018455982208]",1,0
 Prey chases lion,Lion chases prey,"[-0.15026400983333588, -0.09151430428028107, 0.023329902440309525, 0.6511425375938416, -0.5836854577064514, 0.33228573203086853, -0.8417362570762634, -0.9258598685264587, -0.2237301766872406, 0.3339965343475342, -0.483352929353714, -0.517896294593811, 0.05421195924282074, 0.2794608175754547, 0.3869802951812744, 0.004326071590185165, -0.24257493019104004, 0.4880971610546112, -0.22473779320716858, -0.23498639464378357]",1,0
 Bus follows car,Car follows bus,"[-0.09871651232242584, 0.2844462990760803, -0.25753161311149597, -0.02664794772863388, -0.12010485678911209, 0.43075498938560486, -0.7432783246040344, -0.978798508644104, 0.19935399293899536, 0.5243238806724548, -0.18830908834934235, -0.5817152857780457, 0.04718783497810364, 0.6709305644035339, 0.1948036402463913, -0.08635050058364868, 0.2829191982746124, -0.25352317094802856, -0.23955664038658142, -0.5481989979743958]",1,0
Customer shouts at cashier, Cashier shouts at customer,"[-0.4021695852279663, -0.10123749077320099, 0.7796529531478882, 0.27916190028190613, -0.3281538784503937, 0.29780328273773193, -0.4677824079990387, -0.5268824100494385, 0.13937997817993164, -0.19593319296836853, -0.4475889205932617, -0.8146645426750183, -0.3138381242752075, 0.36252284049987793, 0.041938889771699905, -0.2294030785560608, -0.2045706808567047, 0.026913078501820564, -0.142551451921463, -0.5058317184448242]",1,0
 Son holds crying mother,Mother holds crying son,"[-0.1996789574623108, 0.5172462463378906, 0.3987349271774292, 0.05683252960443497, -0.36146312952041626, 0.0553557462990284, -0.9490476846694946, -0.6436454653739929, -0.13816966116428375, -0.04568580538034439, -0.3538631796836853, -0.0042481496930122375, -0.14449214935302734, 0.11887715756893158, -0.03741531819105148, -0.13300800323486328, 0.03344655781984329, 0.10317359119653702, 0.00638960488140583, -0.5882424712181091]",1,0
 Policeman shouts at man,Woman shouts at policeman,"[-0.13537953794002533, -0.27088695764541626, -0.021262194961309433, 0.15333008766174316, 0.14638933539390564, 0.08447068929672241, -0.39662590622901917, -0.4149739444255829, 0.2734045386314392, 0.04335854947566986, -0.06046473607420921, -0.592772901058197, -0.06956295669078827, 0.191558375954628, 0.401688814163208, -0.30481627583503723, 0.13721968233585358, 0.038363270461559296, -0.00802389346063137, -0.2630799114704132]",1,0
Boys push girl on swings, Girl pushes boys on swings,"[-0.3298233151435852, 0.0818183422088623, 0.11323364078998566, 0.114487424492836, -0.1021064966917038, 0.2448423057794571, -0.5214225053787231, -0.48025140166282654, -0.1552743911743164, -0.06355241686105728, -0.07906100898981094, -0.2124531865119934, -0.08158691227436066, 0.5501629710197449, 0.2119746059179306, -0.3289702236652374, 0.1622353196144104, 0.38017502427101135, 0.10248353332281113, -0.2650393843650818]",1,0
Teacher helps girl, Girl helps teacher,"[-0.22076785564422607, 0.19383737444877625, 0.031828928738832474, 0.3987351953983307, 0.11281269043684006, 0.20588146150112152, -0.7951802015304565, -0.6185857057571411, 0.40161725878715515, -0.10224629193544388, 0.0853796973824501, -0.5145975947380066, -0.4236857295036316, 0.43062880635261536, -0.14351899921894073, -0.4114575684070587, -0.248851478099823, -0.4916728436946869, -0.21545112133026123, -0.15904389321804047]",1,0
 Woman punches man,Man punches woman,"[0.06946024298667908, 0.0497453510761261, 0.4104669690132141, 0.273489773273468, -0.11060766130685806, -0.08037181198596954, -0.6686403155326843, -0.6893748641014099, -0.004899902269244194, -0.133475661277771, -0.2600068747997284, -0.4435177743434906, 0.1814594864845276, -0.046242132782936096, 0.5609638094902039, -0.4997185170650482, -0.26886308193206787, -0.18796825408935547, -0.4822279214859009, -0.4576258063316345]",1,0
 Bride opens care door for groom,Groom opens car door for bride,"[-0.3694068193435669, 0.3632913827896118, 0.11456592381000519, 0.4766460359096527, 0.17258945107460022, 0.060017216950654984, -0.8335864543914795, -0.680228590965271, 0.13440503180027008, -0.012395402416586876, -0.090416319668293, -0.3044995367527008, -0.29260513186454773, 0.4227292835712433, 0.19688192009925842, -0.571071207523346, -0.36846405267715454, 0.25712838768959045, -0.5172751545906067, -0.45296627283096313]",1,0
 Man carries woman,Woman carries man,"[-0.3514997363090515, 0.24343237280845642, 0.18799865245819092, 0.09312865883111954, -0.24105575680732727, -0.19752603769302368, -0.7212887406349182, -0.6797006726264954, -0.20360921323299408, 0.2072370946407318, -0.11797450482845306, -0.05375421792268753, -0.4190089702606201, -0.02047892101109028, 0.1485074907541275, -0.41571179032325745, 0.2876696288585663, 0.30256810784339905, -0.1538170576095581, -0.4056984782218933]",1,0
Woman punches man, Man punches woman,"[0.045968834310770035, -0.18936194479465485, 0.4666602909564972, 0.13972267508506775, 0.13139279186725616, -0.5953566431999207, -0.8866473436355591, -0.6897425651550293, 0.2437572181224823, 0.11294002085924149, -0.7794354557991028, -0.36222994327545166, 0.1810733824968338, 0.08282069861888885, 0.5405828952789307, -1.0889134407043457, -0.11553073674440384, -0.3245828449726105, 0.2969239354133606, -0.0785495936870575]",1,0
 Man helps woman with her tie,Woman helps man with his tie,"[0.003383476287126541, -0.19846276938915253, 0.2759373188018799, -0.07782705873250961, -0.2558151185512543, 0.3915756046772003, -0.7010259032249451, -0.3177001178264618, -0.011023132130503654, -0.1337723284959793, -0.0502503328025341, -0.2788059413433075, -0.18225125968456268, 0.2292046844959259, -0.24305616319179535, -0.5215343236923218, 0.20893701910972595, 0.02517065592110157, 0.5173474550247192, -0.37567734718322754]",1,0
Dog runs behind owner, Owner runs behind dog,"[-0.24854077398777008, 0.47894173860549927, 0.08397343754768372, 0.060516320168972015, -0.659892737865448, -0.3396757245063782, -0.744030237197876, -0.9689230918884277, -0.023483334109187126, -0.21425452828407288, -0.16226455569267273, -0.21035310626029968, -0.27376213669776917, 0.7338507771492004, 0.4636135697364807, -0.76526939868927, 0.12661869823932648, -0.5393215417861938, -0.3909660279750824, -0.09493355453014374]",1,0
Groom carries bride by the beach, Bride carries groom by the beach,"[-0.22627149522304535, 0.35245591402053833, 0.3182426393032074, 0.07578771561384201, -0.036340273916721344, -0.26780906319618225, -0.2528170943260193, -0.7235856652259827, -0.0009376350790262222, 0.42873647809028625, -0.07373698055744171, -0.5862798690795898, 0.01725679636001587, 0.12366054952144623, 0.37367358803749084, -0.33355000615119934, 0.13609758019447327, 0.16817039251327515, -0.10451745986938477, -0.5204493403434753]",1,0
Woman shouts at dog, Dog shouts at woman,"[-0.7717036008834839, 0.12568657100200653, 0.4070257842540741, 0.340341717004776, -0.46034175157546997, 0.11227148771286011, -0.9592491984367371, -0.8748517632484436, 0.2716778814792633, -0.048109881579875946, -0.7980018258094788, -0.8427857756614685, 0.09320636838674545, 0.5450840592384338, 0.5582290887832642, -0.1609847992658615, -0.11215107887983322, 0.2575269639492035, -0.18928077816963196, -0.3302691578865051]",1,0
Woman smiles at cat, Cat smiles at woman,"[-0.5583683252334595, 0.05774736404418945, 0.2785102128982544, -0.04843281954526901, -0.3081953227519989, 0.048478130251169205, -0.9252779483795166, -0.7022793292999268, -0.007380148395895958, -0.05075892060995102, -0.4426679015159607, -0.8746188282966614, 0.17984014749526978, 0.33125272393226624, 0.6268613934516907, 0.03912937268614769, -0.22763608396053314, 0.42700183391571045, 0.2641751766204834, -0.2911577820777893]",1,0
Father follows son, Son follows father,"[-0.49471431970596313, 0.26485371589660645, 0.28846991062164307, -0.48561039566993713, 0.035460107028484344, -0.3717433512210846, 0.0470159538090229, -0.9496266841888428, -0.31769904494285583, 0.6352161169052124, 0.07001189142465591, -0.5443718433380127, 0.19682112336158752, 0.016736580058932304, 0.5454821586608887, -0.7069277763366699, 0.05346006155014038, 0.3147483170032501, -0.5815379023551941, -0.3226100504398346]",1,0
 Man runs towards dog,Dog runs towards man,"[-0.42562443017959595, -0.07009594142436981, -0.05045468732714653, 0.5220634341239929, -0.7565441131591797, 0.31405413150787354, -0.9602562785148621, -0.786173939704895, 0.10012132674455643, 0.015623161569237709, 0.3457193970680237, -0.8112977147102356, -0.12471748143434525, 0.7531684637069702, 0.3897085189819336, -0.3901897668838501, -0.19262397289276123, -0.02187359891831875, -0.663723349571228, -0.5289333462715149]",1,0
 Wife pushes husband on swings,Husband pushes wife on swings,"[-0.7722733616828918, 0.021764611825346947, 0.31039106845855713, 0.3617333173751831, -0.2979956269264221, -0.09543758630752563, -0.48004207015037537, -0.9663747549057007, 0.19704359769821167, 0.25071510672569275, 0.2598245143890381, -0.6361417770385742, 0.2268860936164856, 0.5728464722633362, 0.405104398727417, -0.12413612008094788, -0.359150230884552, 0.39681902527809143, -0.8115943670272827, -0.07682931423187256]",1,0
 Patient smiles at doctor,Doctor smiles at patient,"[-0.3494035303592682, 0.0780142992734909, 0.4415983557701111, 0.08270436525344849, -0.7886678576469421, 0.4611435830593109, -1.1817452907562256, -0.14003786444664001, 0.42188286781311035, -0.1451372355222702, -0.6558588147163391, -0.4346536099910736, 0.1433022916316986, 0.7855600118637085, 0.10985183715820312, -0.08231692016124725, -0.43481650948524475, -0.08229722827672958, 0.019780220463871956, -0.07115510106086731]",1,0
