sentence_pos,sentence_neg,image,label_pos,label_neg
Doctor smiles at patient, Patient smiles at doctor, doctor_smile_patient.png, 0,1
Young boy opens door for woman, Woman opens door for yound boy, child_open_woman.png, 0,1
Woman opens door for man, Man opens door fow woman, woman_opens_man.png, 0,1
Woman helps man, Man helps woman, woman_helps_man.png, 0,1
Girl helps boy, Boy helps girl, girl_helps_boy.png, 0,1
Woman helps old lady cross the street, Old lady help woman cross the street, woman_helps_oldlady.png, 0,1
People help boy clinb mountain, Boy helps people climb mountain, people_help_boy.png, 0,1
Woman helps man, Man helps woman, woman_help_man_ground.png, 0,1
Parents run after child, Child runs after parents, parent_run_child.png, 0,1
Woman helps man with his tie, Man helps woman with her tie, woman_dresses_man.png, 0,1
Man opens door for woman, Woman opens door for man, man_door_woman.png, 0,1
Teacher shouts at child, Child shouts at teacher, teacher_shouts_child.png, 0,1
Woman shouts at man, Man shouts at woman, woman_shouts_man.png, 0,1
Man shouts at woman, Woman shouts at man, man_shouts_woman.png, 0,1
Woman shouts at policeman, Policeman shouts at man, woman_shouts_policeman.png, 0,1
Brother shouts at sister, Sister shouts at brother, brother_shouts_sister.png, 0,1
Woman shouts at dog, Dog shouts at woman, woman_shouts_dog.png, 0,1
Player shouts at referee, Referee shouts at player, player_shouts_referee.png, 0,1
Customer shouts at cashier, Cashier shouts at customer, customer_shouts_cashier.png, 0,1
Officer shouts at suspect, Suspect shouts at officer, officer_shout_suspect.png, 0,1
Policeman shouts at protestors, Protestors shouts at policeman, policeman_shouts_protester.png, 0,1
Man shouts at dog, Dog shouts at man, man_shouts_dog.png, 0,1
Car follows bus, Bus follows car, car_follows_bus.png, 0,1
Bus follows bicycle, Bicycle follows bus, bus_follows_bike.png
Dog runs towards woman, Woman runs towards dog, dog_runs_woman.png, 0,1
Dog runs towards man, Man runs towards dog, dog_runs_man_2.png, 0,1
Dog runs behind owner, Owner runs behind dog, dog_run_owner.png, 0,1
Police runs towards crowd, Crowd runs towards police, police_run_people.png, 0,1
Girl runs towards grandpa, Grandpa runs towards girl, girl_run_grandpa.png, 0,1
Teacher helps girl, Girl helps teacher, teacher_helps_girl.png, 0,1
Teacher helps student, Student helps teacher, teacher_helps_student.png, 0,1
Child helps mother, Mother helps child, child_helps_mother.png, 0,1
Mother helps daughter, Daughter helps mother, mother_helps_daughter.png, 0,1
Car follows bicycle , Bicycle follows car, car_follow_bicycle.png, 0,1
Father pushes child on swings, Child pushes father on swings, father_swings_child.jpg, 0,1
Father carries baby, Baby carries father, father_carries_baby.png, 0,1
Mother carries baby, Baby carries mother, mother_carries_baby.png, 0,1
Mothers carry babies, Babies carry mothers, mother_carry_baby.png, 0,1
Brother pushes sister, Sister pushes brother, brother_pushes_sister.png, 0,1
Boy pushes man on swings,Man pushes boy on swings, boy_pushes_man.png, 0,1
Man pushes girl on swings, Girl pushes man on swings, man_pushes_girl.png, 0,1
Children push parents on swings, Parents push children on swings, children_push_parents.png, 0,1
Grandpa puhses grandaughter on swings , Grandaughter pushes grandpa on swings, grandpa_push_grandaughter.png, 0,1
Husband pushes wife on swings, Wife pushes husband on swings, Husband_pushes_wife.png, 0,1
Man carries dog, Dog carries man, man_carries_dog.png, 0,1
Man on bicycle follows bus, Bus follows man on bicycle, man_follow_bus.png, 0,1
Doctor opens door for patient, Patient opens door for doctor, doctor_opem_patient.png, 0,1
Groom opens car door for bride, Bride opens care door for groom, groom_opendoor_bride.png, 0,1
Mother carries baby, Baby carries mother, mother_hold_baby.png, 0,1
Girl runs towards boy, Boy runs towards girl, girl_run_boy.png, 0,1
Woman smiles at man, Man smiles at woman, woman_smile_man_2.png, 0,1 
Chef is behind waiter, Waiter is behind chef, chef_behind_waiter.png, 0,1
Coach is behind athlete, Athlete is behind couch, coach_behind_athlete.png, 0,1
Teacher is behind student, Student is behind teacher, teacher_behind_student.png, 0,1
Man opens car door for woman, Woman opens care door for man, man_opencar_woman.png, 0,1
Mother opens door for daughter, Daughter opens door for mother, mother_opendoor_duaghter.png, 0,1
Woman smiles at cat, Cat smiles at woman, woman_smile_cat.png, 0,1
Groom carries bride, Bride carries groom, groom_carry_bride.png, 0,1
Groom carries bride by the beach, Bride carries groom by the beach, groom_carries_bride.png, 0,1
Woman punches man, Man punches woman, woman_punches_man.png, 0,1
Boss shouts at employee, Employee shouts at boss, boss_shouts_employee.png, 0,1
Man smiles at woman, Woman smiles at man, man_smile_woman.png, 0,1
Police punches boy, Boy punches police, police_punch_boy.png, 0,1
Girl punch man, Man punch girl, girl_punch_man2.png, 0,1
Girl smiles at dad, Dad smiles at girl, girl_smiles_dad.png, 0,1
Woman smiles at man, Man smiles at woman, woman_smiles_man.png, 0,1
Woman punches man, Man punches woman, woman_punch_man.png, 0,1 
Woman punches old man, Old man punches woman, woman_punch_oldman.png, 0,1
Man opens door for woman, Woman opens door for man, man_open_woman.png, 0,1
Woman carries man, Man carries woman, woman_carrys_man.png, 0,1
Woman carry men, men carry woman, woman_carry_men.png, 0,1
Therapist helps crying lady, Crying lady helps therapist, woman_cries_therapist.png, 0,1
Girl pushes father on swings, Father pushes daughter on swings, girl_push_dad.png, 0,1
Man carrys woman, Woman carrys man, man_carry_woman_2.png, 0,1
Man smiles at baby, Baby smiles at man, man_smiles_baby.png, 0,1
Mother pushes daughter on swings, Duaghter pushes mother on swings, Mother_push_daughter_2.png, 0,1
Boys push girl on swings, Girl pushes boys on swings, boys_push_girl.png, 0,1
Grandmother pushes grandson on swings, Grandson pushes grandmother on swings, Grandma_push_son.png, 0,1
Doctor smiles at patient, Patient smiles at doctor, doctor_smile_child.png, 0,1
Father follows son, Son follows father, father_follows_son1.png, 0,1
Grandfather pushes grandmother on swings, Grandmotehr pushes grandfather on swings, grandpa_push_grandma.png, 0,1
Dada carries baby, Baby carries dad, dad_carry_baby.png, 0,1
Lion chases prey, Prey chases lion, lion_chase_prey.png, 0,1
Man helps woman, Woman helps man, man_helps_woman.png, 0,1
Eldery man helps lady, Lady help eldery man, gentleman_help_lady.png, 0,1
Man pushes girl on swings, Girl pushes man on swings, father_push_girl.png, 0,1
Man pushes woman on swings, Woman pushes man on swings, Man_push_woman_swings.png, 0,1
Mother holds crying son, Son holds crying mother, mother_helps_son.png, 0,1
Child carries dog, Dog carries child, child_carry_dog.png, 0,1
Cat chases mouse, Mouse chases cat, cat_chase_mouse_1.png, 0,1
Woman carries man, Man carries woman, woman_carries_man2.png, 0,1
Dog follows owner, Owner follows dog, dog_follow_owner_1.png, 0,1
Doctor carries baby, Baby carries doctor, doctor_carry_baby.png, 0,1
Man carries unberella for son, Son carries umberella for man, man_hold_son.png, 0,1
Man carries umberella for woman, Woman carries umberella for man, man_carry_woman_2.png, 0,1
Man punches woman, Woman punches man, man_punch_woman_3.png, 0,1 
Woman punches man, Man punches woman, woman_punches_man.png, 0,1
Man punches woman, Woman punches man, man_hurts_woman.png, 0,1 
