sentence_pos,sentence_neg,image,label_pos,label_neg
Child chases dog, Dog chases child,"[-0.1274656355381012, 0.12088809907436371, -0.4042520225048065, -0.3153824806213379, 0.4299524426460266, 0.6539179086685181, -0.1111539676785469, 0.48206084966659546, -0.3200007677078247, 0.4438145160675049, -0.04295320436358452, -0.012572331354022026, -0.026595445349812508, -0.4350213408470154, 0.38324958086013794, -0.4609808325767517, -0.5365855693817139, -0.2840338349342346, -0.41666433215141296, 0.1248033419251442, -0.8409966826438904, -0.23198652267456055, 0.4263595938682556, -0.3808453381061554, 0.17041915655136108, -0.1966380923986435, 0.5416043400764465, -0.38679239153862, -0.24559438228607178, 0.17897692322731018, -0.042321864515542984, 0.2538878321647644, -0.27280193567276, 0.029732855036854744, -0.08969693630933762, -0.13404475152492523, -0.3729410469532013, 0.44606462121009827, 0.5175464153289795, -0.47521692514419556]",0.0,1.0
Man opens door for lady, Lady opens door for man,"[0.13522066175937653, -0.5770182609558105, 0.23382854461669922, 0.11669374257326126, 0.3129274547100067, 0.31602123379707336, 0.1413189023733139, 0.2763875126838684, 0.3585987687110901, 0.30529630184173584, -0.1360236406326294, -0.2529667317867279, 0.19707781076431274, -0.6960257887840271, 0.5974301695823669, -0.051508791744709015, -0.0843876376748085, -0.13839341700077057, 0.23466841876506805, 0.1266258805990219, 0.12101166695356369, -0.6197177171707153, 0.0516829676926136, -0.021344821900129318, 0.22534136474132538, -0.1655476987361908, 0.16919855773448944, -0.47900670766830444, 0.09862856566905975, -0.07037799805402756, -0.12234145402908325, 0.11910512298345566, -0.5866939425468445, 0.1802223175764084, -0.26768720149993896, -0.003137698397040367, 0.029939323663711548, -0.09625763446092606, -0.09532357007265091, -0.36344844102859497]",0.0,1.0
Man follows woman, Woman follows man,"[-0.0383310467004776, -0.7394720315933228, 0.22369001805782318, -0.7989428639411926, 0.47639328241348267, 0.5341142416000366, 0.24113987386226654, -0.25668394565582275, 0.3964458107948303, 0.35541969537734985, 0.4589402973651886, 0.1997639387845993, -0.20922143757343292, -0.4711766541004181, 0.4761963486671448, 0.16151583194732666, -0.04568951204419136, -0.37541133165359497, 0.5025842785835266, -0.04942154139280319, -0.9152067303657532, -0.27560925483703613, 0.13467299938201904, -0.37851962447166443, -0.009543722495436668, -0.5630425810813904, 0.28041189908981323, -0.49976998567581177, -0.005383837968111038, 0.3732576370239258, 0.013880562037229538, 0.18438342213630676, -0.36643505096435547, 0.0633445754647255, -0.6034048199653625, 0.2745194137096405, -0.5977456569671631, -0.355991929769516, -0.2657681405544281, -0.5869191884994507]",0.0,1.0
Elephant follows lion, Lion follows elephant,"[0.2618134617805481, -0.27337193489074707, -0.1477108746767044, -0.16860699653625488, 0.7219560742378235, 0.35210534930229187, -0.40939226746559143, -0.24431905150413513, 0.4035935401916504, 0.11675284057855606, -0.16108311712741852, 0.343974232673645, 0.1767880916595459, -0.2719570994377136, 0.5200464129447937, -0.2484089583158493, -0.5616857409477234, 0.07846042513847351, 0.2694425880908966, -0.1459282785654068, 0.3194037973880768, -0.4427347481250763, 0.18164195120334625, 0.21379056572914124, 0.06601610034704208, -0.16612081229686737, 0.1377236396074295, -0.5736504197120667, -0.44771748781204224, -0.25609713792800903, 0.05681128427386284, 0.19343939423561096, -0.47075653076171875, 0.12699173390865326, -0.15929825603961945, 0.7727031707763672, -0.26422518491744995, 0.323589950799942, 0.015101177617907524, -0.7541199922561646]",0.0,1.0
Tourist follows guide, Guide follows tourists,"[0.018425093963742256, -0.4608096778392792, -0.019948655739426613, 0.06015549600124359, 0.4990062713623047, 0.3645859956741333, 0.13520126044750214, -0.01870785653591156, 0.15337665379047394, 0.13264250755310059, -0.09579194337129593, 0.08098611235618591, -0.31768813729286194, -0.43884018063545227, 0.26801133155822754, -0.048837438225746155, -0.3496664762496948, -0.21073095500469208, -0.1715845912694931, -0.18467220664024353, -0.0639764815568924, -0.5382266640663147, 0.41886162757873535, 0.15937496721744537, -0.18738748133182526, -0.4002514183521271, 0.5035731792449951, -0.40078794956207275, -0.15688012540340424, -0.19882899522781372, -6.03310763835907e-05, 0.37192630767822266, -0.24754920601844788, -0.059366680681705475, -0.1629762500524521, 0.3061845898628235, -0.2638363242149353, -0.03739314526319504, -0.030269647017121315, -0.6151474714279175]",0.0,1.0
Dog follows man, Man follows dog,"[0.06874832510948181, -0.4668787717819214, 0.07486384361982346, -0.4579685926437378, 0.2272045612335205, 0.6281775236129761, 0.04283008724451065, -0.4147282540798187, 0.24150003492832184, 0.19065377116203308, 0.034816015511751175, 0.062031589448451996, -0.4381665289402008, -0.5895456671714783, 0.24295298755168915, 0.13877038657665253, -0.2611203193664551, -0.08622840791940689, 0.4191676080226898, -0.2817055284976959, -0.3483724296092987, -0.3169739544391632, 0.11043162643909454, 0.2292172610759735, 0.04879327863454819, -0.14691634476184845, 0.27976417541503906, 0.024387089535593987, -0.11613239347934723, 0.0961904227733612, -0.25165268778800964, 0.37859609723091125, 0.1356697380542755, -0.027053823694586754, 0.2594752013683319, -0.1071782037615776, -0.6290388107299805, 0.14847567677497864, 0.20283855497837067, -0.398250937461853]",0.0,1.0
Man follows dog, Dog follows man,"[-0.1001727283000946, -0.4250706732273102, -0.32892000675201416, -0.5635674595832825, 0.2126230150461197, 0.7143054008483887, -0.40844523906707764, 0.13401451706886292, -0.03496824949979782, 0.2865103781223297, -0.06069828197360039, 0.3809606730937958, -0.27258506417274475, -0.5552108287811279, 0.5734062790870667, -0.04289078712463379, -0.3229047954082489, -0.5807362794876099, 0.11377266049385071, -0.46827033162117004, -0.6226204633712769, -0.5655320882797241, -0.07077981531620026, 0.17088846862316132, -0.05459240823984146, 0.3029559850692749, 0.14126072824001312, -0.5644744038581848, -0.37982627749443054, -0.07902456074953079, -0.05843653157353401, 0.3627559542655945, -0.15055499970912933, 0.3974895477294922, -0.16194970905780792, -0.3351845145225525, -0.2774185836315155, 0.3332098424434662, -0.2514713406562805, -0.11147433519363403]",0.0,1.0
Child follows parent, Parent follows child,"[0.5681634545326233, -0.35110241174697876, -0.27568575739860535, -0.26558536291122437, -0.033095404505729675, 0.4301985800266266, -0.05657810717821121, -0.14637619256973267, -0.010986998677253723, 0.24473518133163452, -0.04183318838477135, -0.004599234089255333, -0.2700444161891937, -0.49317148327827454, 0.5433021783828735, 0.3653920590877533, 0.1355743706226349, -0.30320069193840027, 0.4293075203895569, 0.0911199226975441, -0.44385212659835815, 0.008791852742433548, -0.38780418038368225, 0.04257740452885628, -0.10935293883085251, -0.17347806692123413, 0.17642943561077118, -0.32885849475860596, 0.013956960290670395, 0.24422687292099, -0.29443246126174927, 0.3153460919857025, -0.3872643709182739, -0.10741829127073288, -0.22429008781909943, -0.002263737842440605, -0.36644500494003296, -0.11172483116388321, -0.14582818746566772, -0.1554735153913498]",0.0,1.0
Parent follows child, Child follows parent,"[0.05998240411281586, -0.4066893458366394, -0.4398864805698395, -0.6041550636291504, 0.264371782541275, 0.42831650376319885, -0.20421703159809113, -0.08283418416976929, 0.16653253138065338, 0.07982299476861954, -0.07602279633283615, 0.2141009122133255, 0.05559571087360382, -0.38165706396102905, 0.3829162120819092, 0.14769606292247772, -0.22423872351646423, -0.26977887749671936, -0.04124312475323677, -0.14756225049495697, -0.1633680760860443, -0.70867919921875, 0.09024974703788757, 0.1406751275062561, 0.057245008647441864, -0.25377658009529114, 0.04816757142543793, 0.041132472455501556, -0.40486252307891846, -0.11010013520717621, 0.004231911152601242, 0.11245553940534592, 0.19472555816173553, 0.06925255805253983, 0.08998692780733109, -0.23302388191223145, -0.11209513992071152, 0.16408389806747437, 0.10531868785619736, -0.4034837484359741]",0.0,1.0
Father follows son, Son follows father,"[0.12932328879833221, -0.0252238679677248, -0.43103766441345215, -0.5317140817642212, 0.3716312050819397, 0.45577558875083923, 0.16720162332057953, -0.4555901885032654, 0.04003993421792984, 0.110170878469944, 0.15327055752277374, 0.18485119938850403, -0.10266859084367752, -0.7865188717842102, 0.19786562025547028, 0.22753630578517914, -0.15053723752498627, -0.13288067281246185, -0.055803608149290085, -0.24634771049022675, -0.3278573155403137, -0.7014443874359131, 0.13259321451187134, -0.15354804694652557, 0.045860953629016876, -0.2201262265443802, 0.25946274399757385, -0.3829459547996521, -0.3964293301105499, -0.14688365161418915, -0.4040638208389282, 0.025916149839758873, 0.0505981370806694, -0.03190094977617264, -0.25903287529945374, -0.08752236515283585, -0.12861958146095276, 0.49030640721321106, -0.03762373328208923, -0.33088696002960205]",0.0,1.0
Child follows man, Man follows child,"[0.21471913158893585, -0.34563523530960083, 0.3634038269519806, -0.49788570404052734, 0.2712305784225464, 0.5248503684997559, 0.015546673908829689, -0.3305210471153259, 0.29357612133026123, 0.6856305003166199, 0.2704743444919586, -0.4719409644603729, -0.17571213841438293, -0.5084311366081238, 0.2573617696762085, 0.3948802649974823, -0.05642488971352577, -0.410068154335022, 0.08462978899478912, -0.09752877801656723, -0.7574238181114197, -0.2625925540924072, 0.32568007707595825, -0.06543193757534027, 0.12093844264745712, -0.14257895946502686, 0.026982052251696587, -0.26601433753967285, -0.13167640566825867, 0.24106056988239288, -0.3007596731185913, 0.3850482404232025, -0.1659284085035324, 0.14212672412395477, -0.4349990487098694, 0.5675011277198792, -0.32842132449150085, -0.14227482676506042, -0.2367616444826126, -0.5801889896392822]",0.0,1.0
Dog follows man, Man follows dog,"[0.16267786920070648, -0.3305834233760834, 0.0712900161743164, -0.5612092614173889, 0.22102411091327667, 0.4421439468860626, 0.3545825183391571, 0.3019547462463379, 0.4335052967071533, 0.38423019647598267, 0.22770434617996216, 0.014672482386231422, -0.1557357758283615, -0.9762044548988342, 0.2009858787059784, 0.13940800726413727, -0.29105478525161743, -0.1911875158548355, -0.25902190804481506, 0.14448215067386627, -0.5690049529075623, -0.28871414065361023, -0.15122973918914795, 0.5164071321487427, 0.36178699135780334, 0.015299709513783455, 0.3024211823940277, -0.21587282419204712, -0.1406889110803604, 0.1283419132232666, -0.3703033924102783, 0.5498613119125366, 0.09872033447027206, 0.2578333020210266, -0.017180373892188072, -0.1823551505804062, -0.2950221300125122, 0.07279819995164871, 0.33670514822006226, -0.6556372046470642]",0.0,1.0
Dog runs towards man, Man runs towards dog,"[0.6612045168876648, -0.5797180533409119, -0.3025333285331726, -0.49991852045059204, 0.32790735363960266, 1.073184609413147, -0.1490233689546585, -0.2758447229862213, -0.24884389340877533, 0.03024367243051529, -0.07610590010881424, 0.7320021390914917, -0.2548196017742157, -1.0151621103286743, 0.3092470169067383, -0.1313346028327942, -0.22751107811927795, -0.506382167339325, 0.21125665307044983, 0.12298619002103806, -0.525031328201294, -0.33354678750038147, 0.35667064785957336, 0.43639320135116577, -0.24386104941368103, -0.4157213270664215, -0.20796094834804535, -0.37700825929641724, 0.018427234143018723, -0.09767825901508331, -0.30128079652786255, 0.39201459288597107, 0.3926730155944824, -0.16654221713542938, 0.10611805319786072, 0.16747350990772247, -0.5502787828445435, -0.12002282589673996, 0.027256691828370094, -0.230707585811615]",0.0,1.0
Woman cooks for man, Man cooks for woman,"[0.7136481404304504, -0.353008508682251, -0.21481528878211975, -0.4521617293357849, 0.5374563336372375, 0.4802628755569458, 0.23619915544986725, -0.1006062924861908, -0.06198129057884216, 0.009485490620136261, -0.0854019895195961, 0.08503419905900955, -0.041450440883636475, -0.45309877395629883, 0.39192646741867065, -0.26869887113571167, -0.5100395679473877, -0.1123616173863411, -0.041382040828466415, 0.1504276543855667, -0.39061254262924194, -0.6980098485946655, 0.25658416748046875, 0.19695992767810822, 0.014262231066823006, -0.5781281590461731, 0.047583580017089844, -0.4080965220928192, -0.2751244008541107, -0.038044288754463196, -0.27538636326789856, 0.28349947929382324, -0.3420763313770294, 0.18950459361076355, -0.24187619984149933, 0.02072913385927677, -0.46712177991867065, 0.31692710518836975, 0.02248529903590679, -0.18754643201828003]",0.0,1.0
Athlete runs twoards coach, Coach runs towards athelete,"[0.4250577986240387, -0.5673732161521912, -0.06939893215894699, 0.032966699451208115, 0.43700066208839417, 0.7424695491790771, 0.05268625169992447, -0.007787779904901981, 0.1935247778892517, 0.5916402339935303, 0.27605336904525757, 0.06861986964941025, -0.36954256892204285, -0.1893109828233719, 0.6168622374534607, 0.22377996146678925, -0.3007681369781494, -0.3588179051876068, 0.09888032078742981, 0.18846742808818817, -0.36168795824050903, -0.5328342914581299, -0.02430521696805954, 0.16730567812919617, -0.01677764020860195, -0.3822725713253021, 0.24160932004451752, -0.19214028120040894, 0.10409721732139587, 0.6351080536842346, -0.5221750736236572, 0.04169147461652756, -0.3550971746444702, -0.05029236525297165, -0.16500625014305115, -0.370728075504303, -0.3267378509044647, -0.14193609356880188, 0.13422879576683044, -0.3569205403327942]",0.0,1.0
Student asks teacher question, Teacher asks student question,"[0.516460657119751, -0.5933246612548828, 0.14305779337882996, -0.16371271014213562, 0.5260500907897949, 0.575840950012207, -0.04755891114473343, 0.03305719420313835, -0.04900791496038437, 0.30051517486572266, 0.4146970510482788, 0.1987527757883072, -0.5921576023101807, -0.618497908115387, 0.44525474309921265, -0.42699679732322693, -0.46819138526916504, 0.10445167869329453, 0.0642651617527008, 0.17660585045814514, -0.4282643496990204, -0.17025858163833618, 0.23662973940372467, 0.07485291361808777, 0.055085256695747375, -0.4214358627796173, 0.4445433020591736, -0.4031742513179779, 0.12363509833812714, 0.29373040795326233, -0.3526104688644409, 0.3713844418525696, -0.360690712928772, -0.020769929513335228, -0.2740834057331085, 0.10953270643949509, -0.3734956383705139, -0.06266214698553085, -0.13382425904273987, -0.2248307466506958]",0.0,1.0
Man proposes to woman, Woman proposed to man,"[0.4569585621356964, -0.4162885546684265, 0.09753208607435226, -0.3623283803462982, 0.5541775822639465, 0.3966311514377594, 0.22393645346164703, -0.07796076685190201, -0.07679712772369385, 0.49544769525527954, 0.005510461516678333, 0.10741158574819565, -0.42502132058143616, -0.5122666954994202, 0.2048088014125824, -0.4244953393936157, -0.3849313259124756, -0.07273069769144058, -0.13867704570293427, 0.012467699125409126, -0.5217439532279968, -0.48761633038520813, 0.14104941487312317, -0.030000220984220505, 0.3529629707336426, -0.3939622640609741, 0.4735177755355835, -0.06130577623844147, -0.25611457228660583, 0.09458959102630615, -0.15846146643161774, 0.4267883598804474, -0.09584050625562668, 0.12013357132673264, -0.14864592254161835, 0.1821858435869217, -0.5489399433135986, -0.005335161462426186, -0.30848413705825806, -0.21734794974327087]",0.0,1.0
Woman proposes to man, Man proposes to woman,"[0.441948264837265, -0.09371886402368546, -0.10917763411998749, -0.04575666785240173, 0.3721774220466614, 0.8539094924926758, 0.15768055617809296, 0.4586549699306488, -0.050599195063114166, 0.2827957272529602, 0.13890410959720612, 0.06880102306604385, -0.14603322744369507, -0.6092548370361328, 0.3781554698944092, -0.17813114821910858, 0.02818356454372406, 0.12138856202363968, 0.02185734733939171, -0.022985434159636497, -0.0881582722067833, -0.4901902377605438, -0.1871841996908188, -0.40205636620521545, 0.2659055292606354, -0.1467544287443161, 0.4487729072570801, -0.33755695819854736, 0.03655543550848961, -0.035372644662857056, -0.3543098568916321, 0.5435013175010681, -0.1142701581120491, 0.17423467338085175, -0.30717623233795166, 0.04694707691669464, -0.36147037148475647, 0.14963391423225403, -0.12622900307178497, -0.16346901655197144]",0.0,1.0
Husband serves food for wife, Wife serves food for husband,"[0.8095840811729431, -0.29159924387931824, -0.20107868313789368, -0.3510898947715759, 0.5013061165809631, 0.5788806676864624, -0.2813735008239746, -0.1035432443022728, 0.2354593127965927, 0.07136789709329605, 0.0003078775480389595, -0.2356414943933487, 0.13528241217136383, -0.44092708826065063, 0.6296637058258057, -0.6494930386543274, -0.39729416370391846, -0.05000271648168564, -0.10567742586135864, 0.22939009964466095, -0.6277204751968384, -0.5111507177352905, 0.5053209066390991, 0.08767575025558472, -0.01961313746869564, -0.8472686409950256, 0.23668748140335083, -0.09164391458034515, -0.23643304407596588, 0.3329857289791107, -0.383277028799057, 0.5249736905097961, 0.105311818420887, -0.05920914560556412, -0.34031882882118225, 0.3502380847930908, -0.7019308805465698, 0.15057991445064545, 0.4224911332130432, -0.36979490518569946]",0.0,1.0
Reporter smiles at man, Man smiels at reporter,"[0.496233731508255, -0.4877249002456665, 0.23271870613098145, -0.693270742893219, 0.6714550852775574, 0.7188130617141724, -0.3192581534385681, -0.20313671231269836, 0.2005605250597, 0.345226526260376, -0.2409958839416504, 0.10021325200796127, 0.2783872187137604, -0.6995468139648438, 0.8314428329467773, -0.461485356092453, -0.6589105129241943, -0.1527184695005417, -0.000866282731294632, -0.2697426676750183, -0.6232631802558899, -0.3843890130519867, 0.37494486570358276, -0.1855226308107376, -0.14713694155216217, -0.1315569281578064, 0.41010627150535583, -0.5106701850891113, 0.048178818076848984, 0.017035024240612984, -0.16399626433849335, 0.30699241161346436, -0.23987075686454773, -0.20735856890678406, -0.010574912652373314, 0.2707713544368744, -0.1447664499282837, 0.22949224710464478, 0.050138987600803375, -0.7201130390167236]",0.0,1.0
Teacher smiles at student, Student smiles at teacher,"[-0.2170589119195938, -0.6697290539741516, 0.31426939368247986, -0.19669342041015625, 0.8146057724952698, 1.087860345840454, 0.09952438622713089, 0.2264939695596695, 0.0492871031165123, 0.0433223620057106, 0.17467133700847626, 0.09477124363183975, 0.32156965136528015, -0.6555301547050476, 0.4618244767189026, -0.45690077543258667, -0.7598170638084412, -0.20919901132583618, -0.1560579538345337, 0.21326157450675964, -0.2256523072719574, -0.259104460477829, 0.3952387571334839, -0.30318784713745117, 0.29860958456993103, -0.42083805799484253, 0.551618218421936, -0.8121669292449951, -0.13601092994213104, 0.016764329746365547, 0.00010037422180175781, 0.40448710322380066, -0.49284258484840393, -0.18805555999279022, 0.03782420605421066, 0.39814507961273193, -0.15763677656650543, 0.24440237879753113, 0.48074957728385925, -0.24435609579086304]",0.0,1.0
Doctor smiles at patient, Patient smiles at doctor,"[0.626620888710022, -0.21606619656085968, 0.3727917969226837, -0.2481725513935089, 0.7636467814445496, 0.4603870213031769, -0.2209879457950592, 0.5511731505393982, -0.434187114238739, -0.30820220708847046, 0.12461280077695847, 0.32933831214904785, 0.06072608381509781, -0.7695621252059937, 0.33499062061309814, -0.6572344899177551, -0.745414137840271, -0.19390521943569183, 0.016902148723602295, -0.2133452147245407, 0.05255531519651413, 0.14401745796203613, 0.4439502954483032, -0.2592402398586273, -0.07042529433965683, 0.09176744520664215, 0.08694735169410706, -0.5487974882125854, 0.0441962294280529, -0.06440521776676178, -0.35581153631210327, 0.21884392201900482, -0.11141642183065414, 0.12269521504640579, -0.14104430377483368, 0.36952027678489685, -0.512832760810852, 0.37448856234550476, 0.19399778544902802, -0.044703394174575806]",0.0,1.0
