sentence,image_1,image_2,label_image1,label_image2
The man will walk on the pier.,"[0.29631856083869934, -0.05942651629447937, -0.2629028260707855, -0.1904170960187912, -0.0959724485874176, 0.1608027070760727, -0.33362722396850586, 0.31321755051612854, -0.6080776453018188, 0.3578846752643585, 0.23879174888134003, 0.1986255645751953, 0.1263258457183838, -0.3153899013996124, 0.14766983687877655, -0.09206262975931168, -0.08420082926750183, 0.23935793340206146, 0.35563451051712036, -0.19799736142158508, 0.44540372490882874, -0.04504686966538429, -0.3134566843509674, -0.06135068088769913, -0.047772109508514404, -0.4222738444805145, 0.006640663370490074, 0.1878437101840973, 0.5194451212882996, 0.1810615062713623, 0.836418092250824, -0.4386265277862549, 0.3240179121494293, 0.37983134388923645, 0.25906017422676086, -0.038988128304481506, 0.4468211233615875, 0.21646012365818024, -0.4092486798763275, 0.3978118598461151, -0.26455748081207275, 0.2441055178642273, 0.09453851729631424, 0.4775959849357605, -0.3883209228515625, -0.3309168219566345, -0.6353828310966492, 0.20959840714931488, -0.22417719662189484, 0.09555764496326447, 0.16119761765003204, 0.27071282267570496, 0.22885558009147644, 0.6109013557434082, -0.2513074576854706, 0.5577204823493958, -0.7149463295936584, -0.07631181180477142, 0.3976134657859802, -0.27350208163261414]","[0.13907946646213531, -0.22321510314941406, -0.36087310314178467, -0.25432848930358887, -0.20000053942203522, 0.31481388211250305, -0.17730183899402618, 0.14931823313236237, -0.33239656686782837, 0.4104931950569153, 0.3172396421432495, 0.40894269943237305, 0.17936699092388153, -0.08653350174427032, -0.10179562866687775, -0.14885544776916504, 0.016253121197223663, 0.3758174777030945, -0.03383195027709007, -0.3543551564216614, 0.34736010432243347, 0.20669448375701904, -0.3097996413707733, 0.01533236913383007, -0.066240593791008, -0.36175230145454407, -0.07693132758140564, -0.29987770318984985, 0.39820295572280884, 0.12946274876594543, 0.5417565703392029, -0.1295018196105957, 0.41072386503219604, 0.17319613695144653, 0.05854089558124542, -0.0720503032207489, 0.299165278673172, 0.5670113563537598, 0.1512557864189148, 0.15842309594154358, 0.040805038064718246, -0.10147835314273834, -0.595806896686554, 0.09100022166967392, -0.056841786950826645, -0.5882707834243774, -1.087607741355896, -0.26975640654563904, -0.23304545879364014, 0.2984413802623749, -0.029436912387609482, 0.00018974952399730682, 0.22462081909179688, 0.1051478311419487, -0.35312891006469727, 0.6824467778205872, -0.4546528160572052, 0.16234412789344788, 0.2790764570236206, -0.6368128061294556]",0,1
man stand behind the wall,"[0.15465091168880463, -0.01152530126273632, -0.3475760519504547, -0.1853833645582199, 0.3408838212490082, 0.08109639585018158, -0.0581011138856411, 0.1872561275959015, -0.06271160393953323, 0.647258996963501, 0.28968217968940735, 0.3765948712825775, 0.006933453492820263, -0.5325908660888672, 0.24719032645225525, -0.21092811226844788, 0.20759674906730652, 0.6933596730232239, -0.16589021682739258, -0.49493879079818726, 0.5910440683364868, 0.37567245960235596, -0.302273690700531, 0.2762455344200134, -0.17224571108818054, -0.08618569374084473, -0.0849524736404419, -0.4329668879508972, 0.5197067856788635, 0.10358453541994095, 0.7095334529876709, -0.11380012333393097, 0.3826841115951538, 0.23037298023700714, 0.02982156164944172, -0.22799959778785706, -0.020655835047364235, 0.3631606101989746, 0.16049058735370636, 0.3609444200992584, 0.28985831141471863, -0.2770369350910187, -0.21881523728370667, -0.18482205271720886, -0.12832313776016235, -0.12883731722831726, -0.9772745966911316, 0.062333881855010986, -0.17222683131694794, 0.03703545778989792, -0.2669324576854706, 0.0373828262090683, 0.45752471685409546, 0.0016986299306154251, -0.05548413097858429, 0.5502764582633972, -0.7897026538848877, 0.04983653128147125, 0.40199241042137146, -0.7258824110031128]","[0.2935545742511749, -0.35626646876335144, -0.4448012709617615, -0.37027424573898315, 0.25064313411712646, 0.2651064991950989, -0.05144565925002098, 0.25885459780693054, -0.4558069109916687, 0.43525078892707825, 0.26908066868782043, 0.6172664761543274, -0.10482099652290344, -0.6460241079330444, 0.2685428559780121, 0.07380377501249313, 0.3588925302028656, 0.5675675272941589, -0.09432215988636017, -0.16495859622955322, 0.4804418683052063, 0.24830535054206848, -0.3130244016647339, 0.40691637992858887, -0.05131629854440689, -0.035443566739559174, -0.240355983376503, -0.20635206997394562, 0.4951814115047455, 0.500457763671875, 0.309277206659317, -0.3876314163208008, 0.6533260345458984, 0.5667502880096436, -0.11182615160942078, -0.27454736828804016, -0.0060227010399103165, 0.3704610764980316, 0.3657524585723877, 0.5661364197731018, 0.09674897789955139, -0.37897270917892456, -0.06785549968481064, -0.12329133599996567, 0.09651696681976318, -0.23405013978481293, -0.8435590863227844, 0.17524054646492004, -0.1048637181520462, -0.1043131947517395, -0.24937717616558075, 0.05600637197494507, 0.18939945101737976, -0.12337098270654678, -0.30965501070022583, 0.31490153074264526, -0.46914350986480713, -0.23528581857681274, 0.22124940156936646, -0.4489970803260803]",0,1
A well-dressed man crosses the street.,"[0.419138640165329, -0.2925512194633484, -0.12006047368049622, -0.2679063677787781, 0.2816449999809265, 0.6955411434173584, 0.30737489461898804, -0.17704595625400543, -0.6074805855751038, 0.334697425365448, 0.3137836754322052, 0.8027026653289795, 0.2511110007762909, -0.4539017975330353, 0.1646527647972107, -0.2461792230606079, 0.3106003701686859, -0.07173305749893188, -0.005763601511716843, 0.082502081990242, 0.11517005413770676, -0.15860319137573242, -0.6123992204666138, 0.5884637236595154, -0.18639682233333588, -0.5190110802650452, 0.20619116723537445, -0.10143935680389404, 1.063967227935791, 0.5980557203292847, 0.5367927551269531, -0.2237488329410553, 0.48523223400115967, 0.6552736163139343, -0.00935433991253376, -0.6353467702865601, 0.2663477957248688, 0.6168359518051147, 0.304707407951355, 0.19530868530273438, -0.36927542090415955, -0.12820300459861755, -0.8001402616500854, -0.3767780363559723, -0.024209320545196533, -0.12436673790216446, -0.8216534852981567, -0.1418086737394333, 0.2156030535697937, 0.35755655169487, -0.6789686679840088, 0.04465462267398834, 0.09930963814258575, -0.1698109209537506, -0.5772573947906494, 0.9465927481651306, -0.011438028886914253, -0.18950948119163513, 0.24655781686306, -0.6568953394889832]","[0.06608462333679199, -0.08025912940502167, -0.7855616211891174, -0.18427158892154694, -0.0924164205789566, 0.3791279196739197, -0.12039689719676971, -0.2917366921901703, -0.43449127674102783, -0.02308291755616665, 0.35969942808151245, 0.34108394384384155, 0.2944951355457306, -0.08656898140907288, 0.0681048035621643, -0.12081707268953323, 0.6080291867256165, 0.043460506945848465, 0.1919521540403366, -0.2750125825405121, 0.27694082260131836, 0.2731453776359558, -0.19290366768836975, 0.510829746723175, 0.09235391765832901, -0.5465289950370789, 0.08769431710243225, -0.34240013360977173, 0.7321468591690063, 0.2958337664604187, 0.7901495099067688, -0.2771896421909332, 0.5205555558204651, 0.14131493866443634, -0.05235287547111511, -0.16275325417518616, 0.2132636457681656, 0.47760847210884094, 0.08839906752109528, 0.09987163543701172, -0.48583683371543884, -0.17078858613967896, -0.6490353345870972, -0.21941663324832916, -0.17912079393863678, -0.12453951686620712, -0.636554479598999, 0.2851520776748657, -0.3838496506214142, 0.08374112099409103, -0.5982728600502014, 0.2540735900402069, -0.3021317422389984, 0.2599108815193176, 0.08094893395900726, 0.8362607955932617, -0.6237022280693054, -0.14228567481040955, 0.12334364652633667, -0.530498206615448]",0,1
A woman is running in the field.,"[-0.0584060400724411, -0.3291662037372589, -0.6941882371902466, -0.30907946825027466, 0.19077622890472412, 0.14832106232643127, -0.025306057184934616, 0.01954026333987713, -0.26556864380836487, 0.2659747302532196, 0.2572460472583771, 0.7370238900184631, 0.27343496680259705, -0.07958711683750153, -0.2291087508201599, 0.10000961273908615, 0.48726627230644226, 0.39836394786834717, 0.17524680495262146, -0.500127911567688, -0.08383597433567047, 0.34065404534339905, -0.03893467038869858, 0.14541243016719818, 0.09711989015340805, -0.6040480732917786, -0.2670338451862335, -0.18425317108631134, 0.35997283458709717, -0.0911722406744957, 0.3852139115333557, -0.5424643754959106, 0.21785417199134827, 0.2201615422964096, -0.017059175297617912, 0.31423741579055786, 0.14580067992210388, 0.7071340084075928, 0.32534995675086975, -0.4134921133518219, -0.15988780558109283, 0.18226590752601624, -0.4313845932483673, -0.35372307896614075, -0.014474641531705856, -0.7542689442634583, -0.8432482481002808, -0.08604644238948822, -0.49425098299980164, 0.3341173231601715, -0.2030039131641388, 0.06865901499986649, 0.0021272916346788406, 0.6244623064994812, -0.23836760222911835, 0.745212197303772, -0.3888853192329407, 0.02145795337855816, 0.08670582622289658, -0.4053654372692108]","[0.4461996853351593, 0.12146300077438354, -0.39384472370147705, -0.32525426149368286, -0.1931692361831665, 0.4241218864917755, -0.11670225858688354, 0.47705593705177307, 0.027042096480727196, 0.18430086970329285, 0.8501204252243042, 0.3434373736381531, 0.3155447542667389, -0.31904342770576477, 0.09787943959236145, -0.13183867931365967, 0.09758032858371735, 0.694246232509613, 0.2807472348213196, -0.8655421137809753, -0.06697612255811691, 0.2068503499031067, -0.2952363193035126, -0.007636452093720436, -0.29200008511543274, -0.1515922248363495, -0.4179243743419647, -0.2725653648376465, 0.3024750053882599, -0.2363739311695099, 0.8960185647010803, 0.05328541249036789, 0.05105283483862877, -0.3491784334182739, -0.32892537117004395, -0.1167430579662323, 0.4135861098766327, 0.11482811719179153, 0.027937140315771103, -0.2832619547843933, -0.124585822224617, -0.40608683228492737, -0.07030714303255081, -0.1272081583738327, -0.30611521005630493, -0.8040646910667419, -1.235087513923645, -0.09824993461370468, -0.2008642703294754, -0.23408018052577972, -0.10603509098291397, 0.17225970327854156, 0.17564329504966736, 0.026789551600813866, -0.4168519973754883, 0.3639424741268158, -1.0859943628311157, 0.08615116775035858, 0.7861559391021729, -0.7812374830245972]",0,1
A man runs through water.,"[0.11017464101314545, -0.4524644911289215, -0.39128923416137695, -0.13905499875545502, -0.3368270993232727, 0.27395325899124146, -0.02990848198533058, 0.11466428637504578, -0.06697223335504532, 0.2621229290962219, 0.5443644523620605, 0.8333591222763062, -0.08604472875595093, -0.11130145192146301, -0.29588767886161804, 0.21331359446048737, 0.07547014206647873, 0.049242306500673294, 0.5121018290519714, -0.23848795890808105, -0.024736830964684486, -0.20088040828704834, -0.42989012598991394, -0.09631779789924622, -0.10370966047048569, -0.2259662002325058, 0.36282965540885925, 0.0771888792514801, 0.5316077470779419, 0.1203884705901146, 0.4833484888076782, -0.2866567075252533, 0.28184014558792114, 0.14647707343101501, 0.030539827421307564, 0.23004138469696045, 0.014447426423430443, 0.36679473519325256, 0.3413875997066498, -0.0905485451221466, -0.2001955211162567, 0.003501659259200096, 0.03620735555887222, 0.21717539429664612, -0.25216197967529297, -0.4612054228782654, -1.3112139701843262, 0.32579824328422546, -0.20907115936279297, -0.0625382587313652, -0.09760740399360657, 0.025418145582079887, 0.08714409172534943, 0.6374016404151917, -0.3093760013580322, 0.7041685581207275, -0.3293763995170593, -0.2120223194360733, 0.7008156776428223, -0.6516799926757812]","[-0.2674535810947418, -0.22273792326450348, -0.6302446126937866, -0.44459211826324463, -0.11256496608257294, 0.36096179485321045, 0.05735203996300697, -0.09024887531995773, -0.09730053693056107, 0.07905499637126923, 0.23258699476718903, 0.9497072696685791, -0.22941555082798004, -0.4154262840747833, 0.08194124698638916, -0.1799413412809372, -0.009530611336231232, 0.1853373795747757, 0.1347232460975647, -0.3516696095466614, -0.036200523376464844, -0.16545268893241882, -0.6677228808403015, -0.09564278274774551, -0.7583742141723633, -0.08993382006883621, -0.24750737845897675, 0.0795600414276123, 0.5043984055519104, 0.009120946750044823, 0.6630819439888, -0.3151615560054779, -0.004560578614473343, -0.0956088975071907, 0.4263771176338196, 0.045663684606552124, 0.3884914815425873, 0.2883596122264862, 0.3305961787700653, -0.02467387542128563, -0.23617571592330933, 0.31119686365127563, -0.27461788058280945, -0.04159577935934067, -0.47034454345703125, -0.13221491873264313, -0.8750990629196167, -0.2020837515592575, -0.16393180191516876, -0.04427853226661682, -0.074277862906456, -0.022549288347363472, 0.08238311856985092, 0.33660662174224854, -0.56719571352005, 0.7294982671737671, -0.4063052833080292, 0.48974525928497314, 0.3535333275794983, -0.42180556058883667]",0,1
A couple runs on the beach,"[0.0417913943529129, -0.3900090456008911, -0.229297935962677, -0.5036427974700928, -0.3306042551994324, 0.28730377554893494, -0.08587968349456787, 0.06794995069503784, -0.10339302569627762, 0.19986841082572937, 0.028439316898584366, 0.5238238573074341, 0.08750019967556, -0.0595989003777504, -0.25103437900543213, -0.12993107736110687, -0.014377415180206299, 0.16944268345832825, 0.5386756658554077, 0.04047621041536331, 0.044709764420986176, 0.053475286811590195, -0.3411705791950226, -0.14452460408210754, -0.1677420288324356, -0.004939837381243706, 0.41019484400749207, 0.15516474843025208, 0.24534796178340912, -0.009655749425292015, 0.4435942769050598, -0.12798216938972473, -0.14457666873931885, -0.08176945894956589, 0.1469406634569168, 0.2995862066745758, 0.1814163476228714, 0.49527880549430847, 0.17748591303825378, 0.09231312572956085, -0.2012513428926468, 0.004645427688956261, -0.07356046140193939, 0.15090303122997284, -0.1384745091199875, -0.3977188766002655, -0.8786276578903198, -0.20913690328598022, -0.16636551916599274, 0.14524802565574646, -0.15418347716331482, 0.12180723994970322, 0.1980198323726654, 0.6479030847549438, -0.1807965189218521, 0.5421946048736572, -0.22499598562717438, -0.06751599907875061, 0.3218865990638733, -0.40703216195106506]","[-0.16024087369441986, -0.22947362065315247, -0.41829732060432434, -0.5297210216522217, -0.3476364016532898, 0.6157251596450806, -0.23361271619796753, 0.11556564271450043, -0.13143321871757507, 0.2662821412086487, 0.25147366523742676, 0.5834896564483643, 0.2581025958061218, -0.38764438033103943, -0.3979739248752594, 0.16793301701545715, 0.16453838348388672, 0.30538123846054077, 0.028601575642824173, -0.009059270843863487, 0.021839482709765434, 0.1215624213218689, -0.5133683681488037, -0.24834918975830078, -0.4540523588657379, -0.029231419786810875, 0.11206303536891937, 0.1686723530292511, 0.7508412003517151, 0.19116997718811035, 0.6425257325172424, -0.00588185153901577, -0.0014103464782238007, -0.346763551235199, 0.23299087584018707, 0.47280701994895935, 0.11225727200508118, 0.33970698714256287, 0.1424144059419632, 0.17061889171600342, -0.3801271617412567, 0.053839705884456635, -0.28422099351882935, -0.15965434908866882, 0.1245412677526474, -0.31592702865600586, -0.8771897554397583, -0.10104583203792572, -0.4653298556804657, -0.11198263615369797, -0.30579841136932373, -0.11965034902095795, -0.06142017990350723, 0.5412877798080444, -0.23698492348194122, 0.713249921798706, 0.061825379729270935, 0.06341803073883057, 0.2773872911930084, -0.5951858758926392]",0,1
The couple runs on the beach.,"[0.4637087285518646, -0.34666067361831665, -0.4590516686439514, -0.5954408645629883, -0.24171382188796997, 0.5358297824859619, -0.0761103481054306, 0.0045859795063734055, -0.4082385301589966, 0.13990157842636108, -0.07809558510780334, 0.5782089829444885, 0.3731552064418793, -0.4590442478656769, 0.02965216152369976, 0.17101764678955078, 0.44033607840538025, 0.5662236213684082, 0.19839508831501007, -0.17486920952796936, -0.0008670855313539505, 0.2053912878036499, -0.34742113947868347, -0.06010688841342926, -0.25384053587913513, -0.17838642001152039, 0.15086762607097626, 0.024735383689403534, 0.8936387300491333, 0.4443630874156952, 0.3551519811153412, -0.18056857585906982, -0.04747634008526802, -0.10694652050733566, 0.08546100556850433, 0.07483595609664917, -0.2673436105251312, 0.5101429224014282, 0.20560939610004425, -0.06322252750396729, -0.45436713099479675, 0.1002529188990593, -0.29402029514312744, 0.03217964619398117, 0.19960205256938934, -0.21704743802547455, -1.1383551359176636, -0.26058438420295715, -0.10116471350193024, 0.12089181691408157, -0.03681757673621178, -0.12919819355010986, -0.04638369381427765, 0.3714800477027893, -0.18293115496635437, 0.7761425971984863, -0.22401423752307892, -0.2757722735404968, 0.6131693124771118, -0.7565436363220215]","[0.03334556519985199, -0.33591151237487793, -0.42636460065841675, -0.37412625551223755, -0.12013446539640427, 0.677775502204895, -0.06544066965579987, 0.15219201147556305, -0.012416863813996315, 0.20131054520606995, 0.20038384199142456, 0.3757821321487427, -0.20097616314888, -0.35429778695106506, -0.3640008866786957, 0.151131272315979, 0.30247095227241516, 0.3564700484275818, 0.3831692934036255, -0.3192460536956787, -0.15702618658542633, 0.20968982577323914, -0.29952943325042725, 0.2532014548778534, -0.17606255412101746, -0.6626684665679932, 0.3013222813606262, 0.005446717143058777, 0.2637109160423279, 0.006651272997260094, 0.7664399743080139, -0.15216127038002014, 0.339672714471817, 0.15123750269412994, -0.130006805062294, 0.5480663776397705, 0.2957010865211487, 0.30338314175605774, 0.1429087221622467, -0.06736737489700317, -0.08346661925315857, 0.12698127329349518, -0.16597172617912292, 0.24910467863082886, -0.31570976972579956, -0.46697700023651123, -1.0391911268234253, 0.2910056412220001, -0.3892561197280884, 0.086334727704525, 0.06159495189785957, 0.13160935044288635, -0.04194016754627228, 0.6327406764030457, -0.19056835770606995, 0.7167776823043823, -0.5674986839294434, 0.18111585080623627, 0.48792409896850586, -0.2649407982826233]",0,1
A couple walking on the shore.,"[0.24937601387500763, -0.2098217010498047, -0.3682316839694977, -0.36430609226226807, -0.26029348373413086, 0.39232009649276733, -0.2400321662425995, -0.03796634078025818, -0.1299787312746048, 0.3146217465400696, 0.3063245117664337, 0.6846985220909119, 0.1974720060825348, -0.49197521805763245, -0.22456830739974976, -0.1826000213623047, -0.0845954418182373, 0.1246349960565567, 0.44707491993904114, -0.33875590562820435, 0.16707965731620789, -0.0978614091873169, -0.268934041261673, -0.13670532405376434, -0.3027619421482086, -0.039840370416641235, 0.11390289664268494, 0.011983856558799744, 0.5080594420433044, -0.1164483055472374, 0.8407652974128723, -0.09639067202806473, 0.032084282487630844, 0.09633508324623108, -0.07804711163043976, -0.24495014548301697, 0.17423918843269348, 0.1387963742017746, 0.38696953654289246, 0.23671764135360718, -0.21953170001506805, -0.31033995747566223, -0.18310590088367462, 0.18837448954582214, 0.0483977384865284, -0.4171062409877777, -1.0519720315933228, 0.026003750041127205, -0.2065158635377884, 0.14955496788024902, -0.034392472356557846, 0.25897714495658875, 0.14556649327278137, 0.6014201045036316, 0.12876401841640472, 0.39924994111061096, -0.4921053349971771, 0.007435796782374382, 0.3823280334472656, -0.5170719027519226]","[0.3085364103317261, -0.27806904911994934, -0.7508316040039062, -0.764337956905365, -0.3167183995246887, 0.27804917097091675, -0.8389819264411926, 0.5627771615982056, -0.5253430008888245, 0.3456495404243469, 0.25458258390426636, 0.34607836604118347, 0.12468674778938293, -0.6303164958953857, -0.22827474772930145, -0.016304409131407738, 0.6316783428192139, 0.5203185677528381, -0.0817950963973999, 0.09390340000391006, 0.5958448052406311, 0.33065247535705566, -0.4675792455673218, -0.041232168674468994, 0.2400493621826172, -0.5358641743659973, -0.027142206206917763, 0.22331486642360687, 1.0648020505905151, 0.35075312852859497, 0.6236290335655212, -0.37251758575439453, 0.34690502285957336, 0.025351742282509804, -0.0787181705236435, 0.17281745374202728, 0.2181485891342163, 0.6451194882392883, -0.18615838885307312, 0.18554309010505676, -0.3887062668800354, -0.6708641052246094, -0.37912991642951965, -0.1998441368341446, 0.28196921944618225, -0.06471816450357437, -1.0266977548599243, -0.08060669898986816, -0.1357424110174179, 0.09555038064718246, -0.12644554674625397, 0.25076061487197876, 0.19628147780895233, 0.5096847414970398, 0.12431074678897858, 0.4715632498264313, -0.8020260334014893, -0.46196672320365906, 0.5094934105873108, -0.6869511604309082]",0,1
couple walk along a pier,"[0.06860962510108948, -0.41289034485816956, -0.4845196306705475, -0.37076061964035034, 0.1837180256843567, 0.5020284056663513, -0.15963275730609894, -0.059612587094306946, -0.2708445191383362, -0.060806624591350555, 0.07982015609741211, 0.5811307430267334, 0.13784074783325195, -0.5568559765815735, -0.03233257681131363, -0.08606947213411331, 0.20165705680847168, -0.27466946840286255, 0.2387968748807907, -0.16424882411956787, 0.5840938687324524, 0.070921391248703, -0.7566708922386169, 0.35128188133239746, 0.10063935071229935, -0.3091530203819275, -0.16448552906513214, 0.39367276430130005, 0.43564698100090027, 0.5203035473823547, 0.4384373128414154, -0.5204522013664246, 0.7134655714035034, 0.29517289996147156, 0.0783495157957077, 0.002851249650120735, -0.28512296080589294, 0.6282418966293335, 0.2944880425930023, 0.08931766450405121, -0.021385524421930313, 0.13520464301109314, -0.48574766516685486, 0.253470778465271, -0.14642050862312317, -0.23758144676685333, -0.8862520456314087, 0.2312477082014084, -0.21381227672100067, 0.4216128885746002, -0.15616053342819214, 0.16347768902778625, 0.06650982797145844, 0.8453153967857361, -0.5310603976249695, 0.7492117285728455, -0.3212197721004486, 0.06980985403060913, 0.40327775478363037, -0.5562909245491028]","[0.02071218006312847, -0.3181294798851013, -0.6803660988807678, -0.4174457788467407, -0.36071962118148804, 0.5411569476127625, 0.11017481982707977, -0.061563149094581604, -0.03719250112771988, 0.585871160030365, -0.16512726247310638, 0.5558080673217773, 0.14460666477680206, -0.14612720906734467, -0.2748819887638092, -0.003926074132323265, 0.38686567544937134, 0.23849733173847198, -0.14395232498645782, -0.5243619084358215, 0.03183542191982269, 0.212213933467865, -0.4475080668926239, 0.36181941628456116, 0.17167788743972778, -0.29575228691101074, 0.06355544924736023, -0.02101723849773407, 0.5907949805259705, 0.3266175091266632, 0.7384044528007507, 0.06948577612638474, 0.004264216870069504, 0.08952175825834274, -0.16012032330036163, 0.4677969515323639, -0.13404589891433716, 0.04982072860002518, 0.2977200150489807, 0.02698827162384987, -0.6936769485473633, -0.0812656357884407, -0.0963987410068512, -0.011594435200095177, -0.16351981461048126, -0.3585433065891266, -0.6961692571640015, 0.5280773639678955, -0.12659229338169098, 0.44560298323631287, -0.4976869225502014, -0.16129468381404877, -0.0005374830216169357, 0.6213001012802124, -0.24356457591056824, 0.845759391784668, -0.516605019569397, 0.13953816890716553, 0.24737927317619324, -0.3891468644142151]",0,1
A man stands on a pier.,"[0.04102315008640289, -0.002173515036702156, -0.6490237712860107, -0.22984318435192108, -0.22326916456222534, -0.025491077452898026, -0.2240099310874939, 0.5191799402236938, -0.4536626636981964, -0.1729089319705963, 0.4578903019428253, 0.3496968746185303, 0.15172290802001953, -0.2906728684902191, 0.08464999496936798, -0.0300260242074728, -0.3045021891593933, 0.2830267548561096, 0.36934903264045715, 0.07222673296928406, 0.6871715784072876, -0.09348928928375244, -0.28230664134025574, -0.3463013470172882, -0.22719456255435944, -0.22402432560920715, 0.18564824759960175, 0.4010542631149292, 0.5641494393348694, -0.04674377292394638, 0.5641834139823914, -0.4852384924888611, 0.5835074782371521, 0.22903446853160858, 0.1241607666015625, 0.3006158173084259, 0.5954224467277527, 0.4522489011287689, -0.11642059683799744, 0.17676860094070435, -0.32029297947883606, 0.2630903124809265, -0.06810804456472397, 0.12528115510940552, -0.4070184528827667, -0.6109777092933655, -1.0933820009231567, 0.1352134644985199, -0.5669119954109192, 0.3520427644252777, 0.4041925072669983, -0.04716573655605316, 0.02275937981903553, 0.6139865517616272, -0.1101219430565834, 0.4017138183116913, -0.9336541295051575, -0.1689935028553009, 0.4993487596511841, -0.349587082862854]","[0.11797995865345001, -0.3839718997478485, -0.32570797204971313, -0.04536272585391998, 0.02079869993031025, 0.05885608121752739, -0.11673197150230408, 0.07212446630001068, -0.18129397928714752, 0.6790962815284729, 0.5435067415237427, 0.6497308015823364, 0.20774245262145996, -0.07848240435123444, 0.11147692799568176, 0.3825208842754364, 0.07160099595785141, 0.2747352123260498, 0.4850195348262787, -0.7408759593963623, 0.3090219795703888, -0.1294187307357788, -0.4390188753604889, 0.162879079580307, 0.15030978620052338, -0.23743565380573273, -0.039886362850666046, 0.020420260727405548, 0.49611154198646545, 0.6859965324401855, 0.6857121586799622, -0.14978450536727905, 0.1448262631893158, 0.030630959197878838, 0.14392609894275665, 0.2660505175590515, 0.23789843916893005, 0.4057468771934509, -0.018485132604837418, 0.06794841587543488, -0.01377953216433525, -0.11778891831636429, -0.11868488043546677, -0.04112710803747177, -0.5243032574653625, -0.3863399624824524, -0.8963422775268555, 0.04865221679210663, -0.14210501313209534, 0.22651347517967224, -0.13804638385772705, 0.23842497169971466, 0.4939430058002472, 0.6945223212242126, -0.5967694520950317, 0.48172420263290405, -0.7904608845710754, 0.09376908838748932, 0.4872981905937195, -0.3902580142021179]",0,1
A mother holds her daughter.,"[-0.27350014448165894, -0.3656695783138275, -0.0656767338514328, -0.4690677523612976, 0.7228558659553528, 0.28924059867858887, 0.1795743703842163, 0.13885749876499176, -0.4728076159954071, 0.3018336892127991, 0.20302452147006989, 0.6678624153137207, 0.046170447021722794, -0.35229164361953735, -0.18222537636756897, 0.2314416766166687, 0.41133013367652893, 0.4729093909263611, 0.11088792979717255, -0.3854385018348694, 0.5037539601325989, -0.041743937879800797, -0.7028881907463074, 0.4281483292579651, -0.03092830814421177, -0.5022133588790894, -0.31699246168136597, -0.3238183259963989, 0.6962478160858154, 0.26914167404174805, 0.9555502533912659, -0.6026124954223633, 0.7728466391563416, -0.029753362759947777, 0.15046103298664093, -0.3523806035518646, -0.30513444542884827, 0.3453282415866852, 0.1403156816959381, 0.7136435508728027, 0.04643287882208824, -0.06076124310493469, -0.13220517337322235, -0.03449573367834091, 0.004698168486356735, 0.027322763577103615, -0.47618672251701355, 0.09089581668376923, 0.10907702147960663, 0.10692103952169418, -0.5914020538330078, 0.6413872838020325, 0.03423836827278137, 0.578086793422699, -0.6715327501296997, 0.3553858697414398, -0.9564562439918518, -0.2264104187488556, 0.23259660601615906, -0.5692974328994751]","[0.07885865867137909, -0.26482176780700684, -0.28981223702430725, -0.5861132144927979, 0.6731666922569275, 0.39556270837783813, -0.4677782356739044, -0.15690667927265167, -0.46088865399360657, 0.3620753586292267, 0.7464499473571777, 0.43101805448532104, 0.4655073881149292, -0.7452239394187927, -0.20847828686237335, -0.09115294367074966, -0.09226877242326736, 0.3377896249294281, 0.08395478129386902, 0.04141886532306671, 0.5479785799980164, 0.23384052515029907, -0.6659149527549744, 0.23350995779037476, 0.05552782118320465, -0.42100247740745544, -0.2930118441581726, -0.5828849077224731, 0.08851946890354156, 0.12128853052854538, 0.9086095690727234, 0.1406836211681366, 1.09434175491333, 0.02269057370722294, 0.09967486560344696, -0.05168931186199188, -0.3629206120967865, 0.38789185881614685, 0.11477833986282349, -0.1321137547492981, -0.22412343323230743, 0.052005745470523834, -0.3994976580142975, -0.6416248083114624, 0.12941361963748932, -0.02372019551694393, -0.8053442239761353, -0.0727376863360405, -0.6208482384681702, -0.0434756800532341, -0.8094192743301392, 0.3869359791278839, -0.016083216294646263, 0.7006189227104187, -0.623756468296051, 0.3625745475292206, -0.2508058249950409, -0.9898466467857361, 0.04219755530357361, -0.29765719175338745]",0,1
