sentence,image_1,image_2,label_image1,label_image2
A child swims in the sea.,"[0.29188403487205505, -0.14392608404159546, 0.5773805975914001, -0.014346640557050705, 0.29182201623916626, -0.29645732045173645, 0.06289112567901611, -0.47173506021499634, -0.30717405676841736, -0.19035862386226654, 0.16726727783679962, -0.29308822751045227, -0.4270705580711365, -0.24259164929389954, 0.15623988211154938, 0.35505297780036926]","[0.16801927983760834, -0.04708150401711464, 0.4289914071559906, -0.17925702035427094, 0.17152990400791168, -0.3072481155395508, 0.01973562128841877, -0.281380832195282, 0.13425807654857635, 0.17238792777061462, -0.042260318994522095, -0.22651448845863342, -0.35546308755874634, -0.000516815111041069, 0.020897049456834793, 0.2970762550830841]",0,1
A child runs on a field with other children.,"[0.11445717513561249, -0.10598762333393097, 0.40547412633895874, -0.15374431014060974, 0.4699026942253113, -0.7338588237762451, 0.2644854784011841, -0.435835599899292, -0.13540568947792053, 0.28106561303138733, -0.1824600249528885, 0.2217845916748047, -0.5347976088523865, 0.06620457023382187, 0.6803331971168518, 0.0913400650024414]","[0.12120670080184937, 0.1888224184513092, 0.6387462615966797, 0.4412725865840912, 0.08751973509788513, -0.8371101021766663, 0.11967149376869202, 0.05792342871427536, -0.03846770152449608, -0.1323477327823639, -0.30014100670814514, -0.20823779702186584, -0.2685609459877014, 0.1494004726409912, 0.492051899433136, 0.3517763018608093]",0,1
A person stands high in the tree.,"[0.31811949610710144, 0.5804848670959473, 0.7119816541671753, -0.3158275783061981, 0.5487443208694458, -0.6534291505813599, 0.12129068374633789, -0.27402740716934204, -0.12218095362186432, -0.3709397614002228, -0.2455323487520218, -0.16766145825386047, -0.11684677004814148, 0.1425953358411789, 0.424419641494751, 0.14339889585971832]","[0.07046155631542206, -0.38725176453590393, 0.5213108062744141, 0.13747069239616394, 0.16875576972961426, -0.5985181927680969, 0.08292652666568756, -0.34473031759262085, -0.0123450867831707, 0.022633397951722145, 0.13969090580940247, -0.31038519740104675, -0.2741757035255432, 0.40319326519966125, 0.1921144723892212, 0.2921770215034485]",0,1
At the table a woman sits,"[0.1459270715713501, -0.17608055472373962, 0.5059079527854919, 0.2399798333644867, 0.19681905210018158, -0.5450809001922607, 0.17942169308662415, -0.191094771027565, -0.26376453042030334, 0.14802691340446472, -0.12164026498794556, 0.06909095495939255, -0.3861274719238281, 0.1519438624382019, 0.1158972680568695, 0.16411195695400238]","[0.18581904470920563, 0.37794363498687744, 0.5874958038330078, 0.18538589775562286, 0.3895303010940552, -0.9794703722000122, 0.16619281470775604, -0.29274505376815796, -0.48071977496147156, -0.1580417901277542, 0.26273858547210693, 0.36528658866882324, -0.21845734119415283, -0.23632900416851044, 0.25297510623931885, 0.15035821497440338]",0,1
The bride walked through the forest.,"[0.3645682632923126, 0.6886239051818848, 0.5206934213638306, -0.1290850192308426, 0.3346022963523865, -0.3825460970401764, -0.22602006793022156, -0.5839583873748779, -0.4012659192085266, 0.05554845184087753, 0.13607175648212433, -0.21865934133529663, -0.3597651720046997, -0.00930679403245449, 0.583636999130249, 0.24834907054901123]","[0.0843125730752945, 0.08335039019584656, 0.031134499236941338, 0.34983348846435547, -0.010690337046980858, -0.3157144784927368, 0.1621694415807724, -0.1634056270122528, -0.620215892791748, 0.371122807264328, -0.17117945849895477, -0.24142110347747803, -0.6607183218002319, 0.342831552028656, 0.377475768327713, 0.08960612118244171]",0,1
A bride has a walk on the beach.,"[0.0843125730752945, 0.08335039019584656, 0.031134499236941338, 0.34983348846435547, -0.010690337046980858, -0.3157144784927368, 0.1621694415807724, -0.1634056270122528, -0.620215892791748, 0.371122807264328, -0.17117945849895477, -0.24142110347747803, -0.6607183218002319, 0.342831552028656, 0.377475768327713, 0.08960612118244171]","[0.3734869956970215, 0.5096420645713806, 0.5639302730560303, 0.05633905902504921, 0.06602564454078674, -1.0542240142822266, 0.13694287836551666, -0.11611764132976532, -0.5083080530166626, 0.2022334337234497, 0.21454431116580963, 0.06340911239385605, -0.637139081954956, 0.2420440912246704, 0.2964954972267151, -0.13467499613761902]",0,1
An anxious bride sitting in a chair.,"[0.07270464301109314, -0.1867939680814743, 0.5521149635314941, 0.24071553349494934, 0.2808919847011566, -0.5353715419769287, 0.09673859924077988, -0.5948473811149597, -0.2640821635723114, 0.24214312434196472, 0.31640177965164185, -0.36078763008117676, -0.7105151414871216, 0.3551088273525238, -0.3799220025539398, 0.29135042428970337]","[0.10590191185474396, 0.3564213216304779, 0.5901486873626709, -0.2574218213558197, 0.621855616569519, -0.9124890565872192, 0.05420656502246857, -0.18860569596290588, -0.2954738438129425, 0.026820780709385872, 0.2342132180929184, 0.01764022558927536, -0.3304053544998169, 0.12030477821826935, -0.0701005607843399, 0.1626664251089096]",0,1
A man running through the forest.,"[0.3781396448612213, 0.15023718774318695, 0.7603102922439575, -0.08150196075439453, 0.5165480375289917, -0.576570987701416, 0.10856568813323975, -0.2730042338371277, -0.4463821053504944, 0.10537436604499817, -0.22343723475933075, 0.08083712309598923, -0.20747101306915283, 0.05422627180814743, 0.6795203685760498, 0.11397182941436768]","[0.12722539901733398, -0.2670125663280487, 0.4444698691368103, 0.02111043408513069, 0.34180060029029846, -0.4128752052783966, 0.274009108543396, 0.015164060518145561, -0.28974252939224243, 0.32154807448387146, 0.14546076953411102, -0.06287578493356705, -0.5956883430480957, 0.2291012555360794, 0.40338924527168274, 0.21738915145397186]",0,1
A man stands in a field.,"[-0.029734892770648003, 0.08510126173496246, 0.3326462507247925, 0.1382007896900177, 0.10567702353000641, -0.6059855818748474, 0.31646728515625, -0.23864103853702545, -0.3769417107105255, 0.024279745295643806, 0.2747597396373749, 0.12840667366981506, -0.18968413770198822, 0.1800692230463028, 0.6218355298042297, 0.26811039447784424]","[-0.4619939625263214, 0.3221902847290039, 0.5010176301002502, 0.20540523529052734, 0.4872007668018341, -0.6646039485931396, 0.05189807713031769, -0.36578381061553955, -0.7478821873664856, 0.3399023115634918, -0.20819903910160065, 0.6245946288108826, -0.15635022521018982, 0.2873319685459137, 0.3058018684387207, -0.34065139293670654]",0,1
A child sits on a beach.,"[0.243544802069664, -0.1311846524477005, 0.6828559041023254, 0.13223005831241608, 0.2433440238237381, -0.5307693481445312, 0.0018163416534662247, -0.1858309805393219, 0.11190137267112732, -0.037241145968437195, -0.0029767658561468124, -0.43081334233283997, -0.6965231895446777, -0.007072342559695244, 0.22157318890094757, 0.031386811286211014]","[-0.023681489750742912, 0.0012523792684078217, 0.7564038038253784, 0.2561172544956207, 0.21119317412376404, -0.2734626829624176, 0.25647425651550293, -0.16128641366958618, -0.41273871064186096, 0.26115724444389343, -0.019519882276654243, -0.21819528937339783, -0.5457103252410889, 0.21097612380981445, 0.23232635855674744, 0.631698489189148]",0,1
A dog rests in the grass.,"[0.7030090689659119, -0.4947538673877716, 0.6976344585418701, 0.14864054322242737, 0.2349252849817276, -0.8045137524604797, 0.1563052535057068, -0.05543576180934906, -0.2747581899166107, 0.1551869809627533, 0.3695915639400482, -0.01784784346818924, -0.6144583821296692, 0.0037000346928834915, 0.11173392832279205, 0.42217376828193665]","[0.19119323790073395, -0.3001933991909027, 0.777819037437439, 0.12634724378585815, 0.6842692494392395, -0.5788273215293884, 0.2584313452243805, -0.5201429724693298, -0.10190793871879578, 0.06809058785438538, 0.068076491355896, -0.15088117122650146, -0.5599063634872437, 0.31141287088394165, 0.6413165926933289, 0.157318577170372]",0,1
A child walks through the forest.,"[0.33970895409584045, 0.23855793476104736, 0.706950306892395, -0.03829767927527428, 0.7885759472846985, -0.5516811609268188, -0.022584183141589165, -0.6110675930976868, 0.037169087678194046, -0.10925792157649994, -0.43370142579078674, 0.15482106804847717, -0.2835320830345154, -0.021370356902480125, 0.7746598720550537, 0.251426637172699]","[0.24541614949703217, 0.2643176019191742, 0.48713794350624084, 0.29764822125434875, 0.5122773051261902, -0.7259684801101685, 0.07052439451217651, -0.5875797271728516, -0.5365303158760071, 0.2271105945110321, 0.005041861906647682, 0.11590119451284409, -0.2939901053905487, -0.004614708945155144, 0.4699523448944092, 0.14358490705490112]",0,1
A person walks down a road towards a motorcycle.,"[0.09450031816959381, 0.05269060656428337, 0.20916728675365448, 0.17397713661193848, 0.555591881275177, -0.5897719264030457, 0.0745263397693634, -0.48805224895477295, -0.4804522693157196, -0.02236097864806652, 0.1101154163479805, -0.09633320569992065, -0.5717877745628357, 0.28922489285469055, 0.2991809546947479, 0.21682263910770416]","[0.25360292196273804, 0.2675509452819824, 0.5404427647590637, 0.12316706776618958, -0.22956743836402893, -0.8627780079841614, 0.5247219800949097, 0.07752194255590439, -0.13553348183631897, 0.24879376590251923, 0.1506880521774292, -0.2588807940483093, -0.5664858818054199, 0.15179267525672913, 0.42068517208099365, 0.14532442390918732]",0,1
The person sits in a chair.,"[0.09106974303722382, 0.35118740797042847, 0.5696166753768921, -0.003962378948926926, 0.36868584156036377, -0.6512137055397034, 0.2237088829278946, -0.14666692912578583, -0.28457894921302795, 0.15134525299072266, 0.4936034381389618, 0.11962419003248215, -0.4369615912437439, -0.0010140854865312576, 0.20188036561012268, 0.2494436502456665]","[0.35350215435028076, -0.0029731281101703644, 0.2753638029098511, -0.033721353858709335, 0.17479649186134338, -0.45257607102394104, 0.019179323688149452, -0.0830869972705841, -0.4272933602333069, 0.2393350601196289, -0.1636183261871338, 0.024093396961688995, 0.02964780107140541, 0.22688454389572144, 0.5630998611450195, 0.062285322695970535]",0,1
A woman rests on the beach.,"[0.2444102019071579, 0.4219920337200165, 0.571223258972168, 0.225400909781456, 0.08106891065835953, -0.739596962928772, 0.18899330496788025, -0.3679282069206238, -0.2776029407978058, -0.7411553859710693, -0.029448186978697777, -0.3767721354961395, -0.5063550472259521, -0.028097642585635185, -0.2075079083442688, 0.30694544315338135]","[0.31313610076904297, -0.1974930316209793, 0.6883537769317627, 0.10230104625225067, 0.8414772748947144, -0.7106525301933289, 0.06284303963184357, -0.6657782196998596, -0.3198089897632599, 0.19797000288963318, 0.12631119787693024, 0.3686523735523224, -0.5081892013549805, 0.015203448012471199, 0.5180788040161133, -0.1845562905073166]",0,1
A girl sits in the grass.,"[0.29875102639198303, -0.3645445704460144, 0.9248535633087158, 0.002909768372774124, 0.42250919342041016, -0.6642556190490723, 0.14398938417434692, -0.12407493591308594, 0.007864449173212051, 0.25137123465538025, 0.045543327927589417, -0.4889092445373535, -0.13233473896980286, 0.359463095664978, 0.8711541891098022, 0.050806496292352676]","[0.20192691683769226, 0.5917127132415771, 0.6986751556396484, -0.005593281239271164, 0.1991470754146576, -0.5609240531921387, 0.3667944669723511, -0.3279762268066406, -0.13724535703659058, 0.23542888462543488, -0.20994041860103607, -0.10100799053907394, -0.20087580382823944, -0.1231108009815216, 0.6037487983703613, 0.6002490520477295]",0,1
The puppy lies on the grass.,"[0.32742637395858765, -0.020517881959676743, 0.8067114353179932, -0.38208237290382385, 0.48103582859039307, -0.3974926769733429, 0.15389025211334229, 0.1279722899198532, -0.025957640260457993, -0.1909598410129547, 0.46499717235565186, -0.2978488504886627, -0.4915373921394348, -0.1238967776298523, 0.5640095472335815, 0.2746654748916626]","[0.39344674348831177, 0.2907610535621643, 0.6980714797973633, -0.3126051723957062, 0.4827677607536316, -0.4893351197242737, 0.4038775861263275, -0.19680677354335785, 0.04658210650086403, -0.3244195282459259, 0.11452603340148926, 0.17446821928024292, 0.16903646290302277, -0.09278018772602081, 0.8438065052032471, 0.3496548533439636]",0,1
woman walks in forest,"[0.03488443046808243, 0.3968605399131775, 0.5005820989608765, -0.1946285516023636, 0.34858912229537964, -0.5291371941566467, 0.09925709664821625, -0.5183724761009216, -0.3480622172355652, 0.4257197678089142, -0.295358270406723, -0.11211354285478592, -0.31272780895233154, 0.2311214953660965, 0.583148181438446, -0.05582257732748985]","[0.636847734451294, 0.24290597438812256, 0.8047332167625427, -0.5246654152870178, 0.24319827556610107, -0.8794476985931396, 0.04748348146677017, -0.09957212209701538, 0.04270795360207558, -0.02340647391974926, -0.02017330192029476, -0.35782018303871155, -0.2637128233909607, -0.19908612966537476, 0.6053712368011475, 0.35882773995399475]",0,1
A man takes a jump into the sea.,"[0.19136928021907806, 0.007857237011194229, 0.7735093235969543, 0.1585226058959961, 0.4964751601219177, -0.31320443749427795, -0.0021400582045316696, -0.23203207552433014, -0.06753590703010559, 0.22405488789081573, -0.08329866826534271, -0.23945239186286926, -0.9172548055648804, -0.10087493062019348, 0.17930777370929718, 0.16417817771434784]","[0.12722539901733398, -0.2670125663280487, 0.4444698691368103, 0.02111043408513069, 0.34180060029029846, -0.4128752052783966, 0.274009108543396, 0.015164060518145561, -0.28974252939224243, 0.32154807448387146, 0.14546076953411102, -0.06287578493356705, -0.5956883430480957, 0.2291012555360794, 0.40338924527168274, 0.21738915145397186]",0,1
A father holds his child.,"[-0.013243360444903374, 0.324512779712677, 0.5296882390975952, 0.2596985697746277, 0.12865523993968964, -1.0444804430007935, 0.5837826728820801, -0.14774329960346222, -0.10183921456336975, 0.08405289053916931, 0.17877981066703796, 0.17009884119033813, -0.48531198501586914, -0.06390059739351273, 0.3930359184741974, 0.44549262523651123]","[0.7539765238761902, -0.46829953789711, 0.5492439270019531, 0.104344442486763, 0.3361855447292328, -0.9639846086502075, 0.36399632692337036, -0.10561365634202957, -0.6726969480514526, -0.29357776045799255, 0.08606833219528198, -0.035109274089336395, -0.3272187113761902, -0.03925405442714691, 0.2814125120639801, 0.5988538265228271]",0,1
A woman running along the shore.,"[-0.012777267023921013, -0.26911553740501404, 0.5426841378211975, 0.2100324034690857, 0.18902276456356049, -0.3984919786453247, 0.12385782599449158, -0.11794818192720413, -0.5148183107376099, 0.001487763598561287, 0.20327171683311462, -0.22634169459342957, -0.510387122631073, 0.2310813069343567, 0.29229265451431274, 0.22762568295001984]","[0.05631156265735626, -0.22153855860233307, 0.34561315178871155, 0.18455550074577332, 0.26379823684692383, -0.9557831883430481, 0.5459892153739929, -0.23839622735977173, -0.15154612064361572, 0.12952646613121033, 0.1555580049753189, -0.053688593208789825, -0.608981728553772, 0.10762841999530792, 0.42063280940055847, 0.3094618320465088]",0,1
A man is resting on the beach.,"[0.21353766322135925, 0.0009372048079967499, 0.6136742234230042, 0.2530158460140228, 0.12555639445781708, -0.9298644661903381, 0.4146457314491272, -0.13591811060905457, -0.5375480055809021, -0.13794155418872833, -0.3486878573894501, 0.38863086700439453, -0.4782211184501648, 0.03800728917121887, -0.0065091513097286224, 0.31655794382095337]","[0.28810620307922363, 0.41394516825675964, 1.1079260110855103, 0.3491593301296234, 0.3479408025741577, -1.3262699842453003, 0.15401509404182434, -0.21949484944343567, -0.5381584167480469, -0.3217152953147888, 0.29695308208465576, 0.07247941941022873, -0.3565787374973297, -0.23671501874923706, 0.1434352844953537, 0.30210262537002563]",0,1
A girl is sitting by a table.,"[-0.08026041090488434, -0.21389469504356384, 0.5583375096321106, -0.008844960480928421, 0.7542747855186462, -0.6604465246200562, 0.1515573412179947, -0.34726980328559875, -0.598671555519104, -0.13446366786956787, 0.1437348872423172, 0.3903113901615143, -0.24687311053276062, -0.13768254220485687, 0.6097705960273743, 0.10505403578281403]","[0.4443216621875763, -0.11377803981304169, 0.41887885332107544, -0.003418233245611191, 0.1613072007894516, -0.660531222820282, 0.286457896232605, -0.17535091936588287, -0.4913924038410187, -0.15142491459846497, 0.0010499674826860428, 0.33688342571258545, -0.20422078669071198, -0.3210809528827667, 0.684294581413269, 0.20871798694133759]",0,1
A boy runs on the beach.,"[0.39943161606788635, -0.1697036176919937, 0.9058429002761841, 0.022495735436677933, 0.4287458062171936, -0.5629157423973083, 0.05083785951137543, -0.47309577465057373, 0.02800062671303749, 0.11234155297279358, 0.2114151567220688, -0.4945616126060486, -0.9762897491455078, -0.38551226258277893, 0.013012636452913284, 0.1661684364080429]","[0.09760116040706635, 0.06514304876327515, 0.45975467562675476, -0.11869610846042633, 0.1687505692243576, -0.5604705214500427, 0.4823847711086273, 0.008129624649882317, -0.28570443391799927, 0.42243024706840515, -0.10369982570409775, 0.17612487077713013, -0.3781973719596863, 0.1606554538011551, 0.3810988962650299, 0.2041466236114502]",0,1
A woman is sitting at the park.,"[0.2715366780757904, -0.024560462683439255, 0.783746600151062, -0.46884575486183167, 0.3484363555908203, -0.7276765704154968, 0.0650341808795929, -0.35975944995880127, 0.049517277628183365, 0.2159423679113388, -0.12010221183300018, -0.022424492985010147, 0.09560338407754898, -0.38191503286361694, 0.4054473042488098, 0.5012176036834717]","[0.2070990353822708, 0.3280693292617798, 0.5415390729904175, -0.20169110596179962, 0.6748977303504944, -1.135251522064209, -0.28424781560897827, -0.1547844260931015, -0.5244770646095276, -0.007049573585391045, 0.029960917308926582, 0.1592423915863037, 0.11831647157669067, -0.20210327208042145, 0.29021504521369934, 0.1164705902338028]",0,1
A boy walks on the road.,"[0.05951349437236786, 0.39407268166542053, 0.5322505235671997, 0.23556989431381226, 0.7042657732963562, -0.7581851482391357, -0.11036407202482224, -0.5616033673286438, -0.2906836271286011, 0.13795159757137299, -0.31627538800239563, 0.19324958324432373, -0.2797851264476776, 0.13283737003803253, 0.8504477739334106, 0.32043999433517456]","[0.5217738151550293, 0.21381571888923645, 0.4466123878955841, 0.024003032594919205, 0.45230257511138916, -1.2940666675567627, 0.05541747808456421, -0.6449134945869446, -0.6905268430709839, 0.10320591926574707, -0.05041882395744324, 0.09590233117341995, -0.5493673086166382, 0.44816774129867554, 0.730866014957428, 0.04477313533425331]",0,1
A girl lying in a field.,"[0.05357353389263153, 0.08273337781429291, 0.5743041634559631, -0.035654257982969284, 0.37732118368148804, -0.4757685363292694, 0.30198487639427185, -0.3254530429840088, -0.38238033652305603, 0.27229782938957214, -0.017379118129611015, -0.4018038213253021, -0.28366991877555847, 0.12929897010326385, 0.21097919344902039, 0.36612600088119507]","[0.46476995944976807, 0.3594037592411041, 0.4298844635486603, 0.0818096399307251, 0.8281930088996887, -0.9114851355552673, 0.0435873419046402, -0.658800482749939, -0.07903239130973816, 0.08290323615074158, -0.04531967639923096, -0.21462059020996094, -0.30493825674057007, -0.1625288426876068, 0.9283454418182373, 0.16776245832443237]",0,1
A woman is running in the field.,"[0.24150200188159943, -0.2109934240579605, 0.66736900806427, 0.19843585789203644, 0.3212367296218872, -0.7819539904594421, 0.09834016859531403, 0.09661629796028137, 0.1799960434436798, -0.07859405875205994, 0.22211991250514984, 0.02336672693490982, -0.2425869107246399, 0.005472781136631966, 0.5950659513473511, 0.39672696590423584]","[0.4425364136695862, 0.019628312438726425, 0.6308683156967163, 0.024029601365327835, 0.23319078981876373, -0.5009692311286926, 0.26259922981262207, -0.455638587474823, -0.3392103612422943, 0.15982931852340698, -0.14097967743873596, 0.12859296798706055, -0.3360356092453003, 0.12841789424419403, 0.8477543592453003, 0.04317532852292061]",0,1
A woman sits in a field.,"[0.43623921275138855, 0.10548126697540283, 0.6805748343467712, 0.18185777962207794, 0.6207000613212585, -1.1561381816864014, 0.00588672049343586, -0.42645493149757385, -0.21803125739097595, 0.09008410573005676, 0.15455718338489532, 0.3033515214920044, -0.4412219524383545, 0.3148634433746338, 0.6443464756011963, 0.055011529475450516]","[0.023045049980282784, -0.376283198595047, 0.5704241991043091, 0.02184188738465309, 0.7140358090400696, -1.0723650455474854, 0.34014391899108887, -0.41635918617248535, 0.033972982317209244, 0.18884506821632385, -0.11983631551265717, 0.16339662671089172, -0.3611113131046295, 0.09829886257648468, 0.34171977639198303, 0.15428940951824188]",0,1
A man stands in a field.,"[-0.029734892770648003, 0.08510126173496246, 0.3326462507247925, 0.1382007896900177, 0.10567702353000641, -0.6059855818748474, 0.31646728515625, -0.23864103853702545, -0.3769417107105255, 0.024279745295643806, 0.2747597396373749, 0.12840667366981506, -0.18968413770198822, 0.1800692230463028, 0.6218355298042297, 0.26811039447784424]","[0.6050283312797546, -0.34665217995643616, 0.8843270540237427, -0.31843942403793335, 0.1288086175918579, -0.4818534255027771, 0.29811912775039673, -0.27544376254081726, 0.0701831579208374, -0.2719159722328186, 0.05252343416213989, 0.0734608992934227, -0.09104420244693756, 0.011601181700825691, 0.463066428899765, 0.40706324577331543]",0,1
A person lies in a field.,"[0.18386386334896088, 0.0681273341178894, 0.8982420563697815, -0.07458052039146423, 0.5151129961013794, -0.661595344543457, 0.025266902521252632, -0.28355053067207336, -0.21802759170532227, 0.38878360390663147, 0.02440287359058857, -0.26101547479629517, -0.2767590880393982, -0.04203799366950989, 0.93342125415802, 0.30885735154151917]","[-0.0863911360502243, 0.29121842980384827, 0.18613094091415405, -0.06003523990511894, 0.4155620038509369, -0.565070629119873, -0.04799213260412216, -0.8508731126785278, -0.7866338491439819, -0.1845971643924713, -0.08424940705299377, 0.0018995776772499084, -0.16552278399467468, 0.2905580699443817, 0.5235342979431152, -0.20756900310516357]",0,1
