sentence,image_1,image_2,label_image1,label_image2
A person runs as a player in competitive sport.,"[-0.043372802436351776, -0.6348296403884888, 0.23633067309856415, 0.02206072025001049, 0.12423136830329895, 0.6311023831367493, 0.3164251744747162, -0.1489725261926651, 0.6597893238067627, -0.18186162412166595, 0.11623598635196686, 0.14567899703979492, -0.30861908197402954, 0.21687327325344086, 0.15044060349464417, 0.10861684381961823]","[-0.057244278490543365, -0.43776771426200867, -0.23133280873298645, 0.16786174476146698, 0.25719863176345825, 0.6349857449531555, 0.22466930747032166, -0.19566282629966736, 0.48931804299354553, 0.07691148668527603, -0.05675581097602844, 0.34349560737609863, -0.1308380365371704, 0.40281081199645996, -0.08760714530944824, -0.07153918594121933]",0,1
The player hit the ball.,"[-0.3316248655319214, -0.5435383915901184, 0.2308533936738968, 0.18093210458755493, -0.23319369554519653, 0.9054880738258362, 0.36376819014549255, 0.03268975019454956, 0.2656443417072296, -0.08458618074655533, 0.014646440744400024, 0.5165210366249084, -0.2903553247451782, 0.11788450181484222, 0.34270429611206055, 0.16606824100017548]","[-0.20465517044067383, -0.34478095173835754, 0.23104657232761383, -0.14644859731197357, 0.3696264326572418, 0.626748263835907, 0.5331985950469971, -0.21611268818378448, 0.406021386384964, -0.16553619503974915, -0.11809708178043365, -0.029867880046367645, 0.34679320454597473, 0.25305619835853577, -0.07780977338552475, -0.03239583969116211]",0,1
The puppy is sitting on the grass.,"[0.07984565943479538, -0.42693597078323364, 0.6332396864891052, 0.21610648930072784, -0.41960838437080383, 0.7749188542366028, 0.2134551703929901, 0.28746283054351807, -0.03834439069032669, 0.2066745162010193, -0.10204924643039703, 0.6949496865272522, -0.2977375090122223, 0.09492971003055573, -0.042460404336452484, -0.16359296441078186]","[0.10708776861429214, -0.2644025385379791, 0.36470624804496765, 0.1978977471590042, -0.06701192259788513, 0.6921764612197876, 0.46235543489456177, 0.12148600816726685, -0.10901514440774918, 0.06468649953603745, -0.3123120963573456, 0.6272975206375122, -0.2172461450099945, -0.01568216271698475, 0.3138218820095062, 0.16689805686473846]",0,1
A puppy stands in the grass.,"[0.024613359943032265, -0.21359042823314667, 0.1521424800157547, 0.5378445386886597, -0.12686672806739807, 0.7629470825195312, 0.2388770431280136, 0.08543768525123596, 0.018125468865036964, 0.10483289510011673, 0.005161270499229431, 0.4312348961830139, -0.1951180100440979, 0.2076922208070755, 0.29881420731544495, -0.03594246506690979]","[-0.17764590680599213, -0.15671195089817047, 0.11355546861886978, 0.37645968794822693, 0.26641136407852173, 1.0317786931991577, 0.07969716191291809, 0.118201844394207, -0.1353859156370163, 0.31772860884666443, -0.046568065881729126, 0.8061595559120178, -0.5672363638877869, -0.09360648691654205, 0.1222868263721466, 0.14040085673332214]",0,1
A mother dog hold a puppy in her mouth,"[0.03286308795213699, -0.19144544005393982, 0.3512875735759735, 0.40904754400253296, -0.3717733323574066, 0.9651176929473877, -0.13085231184959412, 0.05850836634635925, 0.1762126386165619, 0.27335214614868164, 0.00529547780752182, 0.4845582842826843, 0.010742856189608574, 0.04961395263671875, -0.09023891389369965, -0.04804401844739914]","[0.3101073205471039, -0.18592019379138947, -0.1464393436908722, -0.31477123498916626, 0.061215952038764954, 0.699094295501709, 0.1552053540945053, 0.057978153228759766, -0.1337817907333374, 0.28952765464782715, 0.3829444646835327, 0.33925002813339233, -0.13507190346717834, 0.4512278735637665, 0.01250058226287365, 0.14740844070911407]",0,1
The girl stood in front of the doorway.,"[0.17952236533164978, -0.14498655498027802, 0.04101905971765518, 0.23917822539806366, -0.01779293827712536, 0.8182909488677979, 0.38568323850631714, 0.15814386308193207, -0.3516523540019989, 0.02453824318945408, 0.07401184737682343, 0.273850679397583, -0.24257290363311768, 0.1432718187570572, 0.01079748384654522, 0.6462451219558716]","[0.08325735479593277, -0.12260212004184723, -0.030869798734784126, 0.07566139101982117, -0.038265079259872437, 0.3953228294849396, 0.2520747184753418, -0.06696414947509766, 0.11054778844118118, -0.10056208819150925, 0.11757448315620422, 0.2134268879890442, -0.0955832302570343, -0.09787453711032867, 0.19378089904785156, -0.09015090018510818]",0,1
A person lies in the grass.,"[-0.04476671665906906, -0.18953363597393036, 0.34812110662460327, -0.09002085030078888, -0.05067259073257446, 0.8474858403205872, 0.07554076611995697, 0.0856793001294136, 0.018576527014374733, -0.16979508101940155, -0.1289159059524536, 0.3177264332771301, -0.30768558382987976, 0.013118771836161613, 0.16231295466423035, -0.1546795517206192]","[0.32349681854248047, -0.28115811944007874, 0.039638109505176544, 0.13916674256324768, 0.602915346622467, 0.7583762407302856, 0.3735457956790924, -0.15203450620174408, -0.06229012459516525, 0.07435133308172226, -0.32850381731987, 0.4657973051071167, -0.014130869880318642, 0.28360044956207275, -0.15639206767082214, -0.09007678180932999]",0,1
A child sits on a beach.,"[0.22112208604812622, -0.47834643721580505, 0.257479727268219, 0.38539931178092957, 0.42361757159233093, 1.0454349517822266, 0.3537916839122772, -0.3678346276283264, 0.26705870032310486, 0.09550600498914719, -0.05323048308491707, -0.2229986935853958, 0.11015719920396805, -0.05845579504966736, -0.20081374049186707, -0.1644820123910904]","[-0.008979057893157005, -0.3993304669857025, 0.02751455269753933, 0.44362780451774597, 0.05601990222930908, 0.9153080582618713, 0.3092917203903198, -0.20231536030769348, 0.3986148536205292, -0.08341420441865921, 0.27495405077934265, -0.02079029381275177, -0.10137107223272324, 0.1453903764486313, 0.12149395048618317, 0.22268731892108917]",0,1
A girl crosses the road.,"[-0.06070989370346069, -0.40830495953559875, 0.15753035247325897, 0.11199170351028442, 0.07434768229722977, 0.6895886659622192, 0.3743129372596741, 0.2882826328277588, 0.08341408520936966, -0.1091744676232338, 0.2428593933582306, 0.36300015449523926, -0.16732598841190338, 0.1322186291217804, -0.11517021805047989, -0.009629777632653713]","[-0.11771401017904282, -0.49104031920433044, 0.16071057319641113, 0.1422351747751236, -0.212106853723526, 0.8385983109474182, 0.32843390107154846, 0.10086090862751007, -0.027827313169836998, -0.3482341468334198, 0.13772737979888916, 0.3880835175514221, -0.31909990310668945, 0.2476986199617386, 0.042673587799072266, 0.09570397436618805]",0,1
Woman runs on road.,"[-0.12458097189664841, -0.21475575864315033, 0.4316352903842926, 0.10363440215587616, 0.009014921262860298, 0.7160125374794006, 0.4921972453594208, -0.0797467976808548, 0.3156767189502716, 0.1806396245956421, 0.44607993960380554, 0.46242672204971313, -0.5272656083106995, 0.13687098026275635, -0.11335231363773346, 0.27040526270866394]","[-0.3008319139480591, -0.13074173033237457, 0.3586927354335785, 0.5367924571037292, -0.20570480823516846, 0.7269790172576904, 0.3318411409854889, 0.2704373598098755, -0.04522614926099777, 0.16020378470420837, -0.04325230419635773, 0.1745627373456955, -0.2727276086807251, -0.13484744727611542, 0.3436836004257202, -0.0839013159275055]",0,1
A women walks across the road,"[-0.32425275444984436, -0.05723126232624054, 0.34958839416503906, 0.25732824206352234, 0.7702854871749878, 0.8538843989372253, 0.2756405174732208, -0.13966506719589233, 0.36770355701446533, 0.11757240444421768, -0.2354232221841812, 0.14351823925971985, -0.05981942266225815, 0.2904174029827118, 0.38261449337005615, -0.8659328818321228]","[-0.09281481802463531, -0.2521599531173706, 0.10269924253225327, 0.367563933134079, 0.20131070911884308, 0.7242537140846252, 0.5269409418106079, -0.1819525957107544, 0.21584546566009521, 0.028416479006409645, 0.18423253297805786, 0.10646308958530426, 0.0374564602971077, 0.3893599212169647, 0.26001402735710144, -0.21501345932483673]",0,1
the man run on the road,"[-0.24263976514339447, -0.40059342980384827, 0.27683353424072266, 0.1271185725927353, 0.08226931095123291, 0.5156980156898499, 0.45048055052757263, -0.03588701784610748, 0.5127504467964172, 0.10137490183115005, 0.33915525674819946, 0.17643004655838013, -0.13709816336631775, 0.23433825373649597, 0.18764819204807281, -0.32240909337997437]","[-0.11882787197828293, -0.004668360576033592, 0.4681010842323303, 0.4276342988014221, 0.053434818983078, 0.4768984019756317, 0.10317370295524597, 0.07471845299005508, 0.14624927937984467, 0.04502855986356735, -0.1126200407743454, 0.283028781414032, -0.1902499496936798, 0.006225945428013802, 0.40712153911590576, -0.016932107508182526]",0,1
A girl walks down the road.,"[0.33303940296173096, -0.24000678956508636, 0.027722852304577827, 0.05623964965343475, -0.06058395653963089, 0.668045699596405, -0.006438638083636761, 0.16105391085147858, -0.10755167156457901, -0.06986481696367264, 0.4585120379924774, 0.39478278160095215, -0.3853268027305603, -0.3329286277294159, 0.1782444715499878, 0.4445137679576874]","[-0.35973864793777466, -0.10783836245536804, 0.32673144340515137, 0.5532018542289734, 0.47033390402793884, 0.8184443116188049, -0.003769907169044018, -0.029756678268313408, 0.1505412608385086, 0.4141179323196411, 0.24414780735969543, 0.205629363656044, -0.4251722991466522, -0.08502962440252304, 0.34412723779678345, -0.023717105388641357]",0,1
The businessman runs on the road.,"[-0.2993161976337433, 0.1381252110004425, -0.025403426960110664, 0.16501988470554352, 0.1752549409866333, 0.733625590801239, 0.4259018003940582, 0.15353065729141235, 0.2970142066478729, 0.22352400422096252, 0.014671221375465393, 0.09844671189785004, -0.021096615120768547, 0.27469688653945923, 0.40619581937789917, -0.2596393823623657]","[-0.12601253390312195, -0.42463430762290955, 0.09738480299711227, 0.1573115438222885, -0.04766242206096649, 0.859368622303009, 0.07299796491861343, -0.06547361612319946, 0.3256595730781555, 0.061704233288764954, 0.17046624422073364, 0.11943280696868896, -0.03224266320466995, 0.09667371958494186, 0.07631121575832367, -0.046376120299100876]",0,1
A woman walks on a road.,"[-0.026500923559069633, -0.06928731501102448, 0.41458362340927124, 0.5566362738609314, 0.4491318166255951, 0.8776234984397888, 0.15191854536533356, 0.26584604382514954, 0.13474978506565094, -0.20650111138820648, 0.04668682813644409, 0.41526859998703003, -0.2697570323944092, 0.5721028447151184, 0.34572795033454895, -0.15195904672145844]","[-0.14860855042934418, -0.3016352653503418, 0.06165240705013275, 0.3037607967853546, -0.06338943541049957, 0.5551483631134033, 0.6283885836601257, -0.030157027766108513, 0.02557598240673542, -0.1668022871017456, 0.1502637267112732, 0.2978849411010742, -0.03509887307882309, 0.15309396386146545, 0.37855345010757446, -0.42008528113365173]",0,1
A child swims in the sea.,"[0.11017883569002151, -0.3844185471534729, 0.4103557765483856, 0.20918773114681244, 0.26235252618789673, 1.0746572017669678, 0.25799432396888733, -0.28394651412963867, 0.2653866708278656, -0.0282329972833395, -0.18713010847568512, 0.18472640216350555, 0.08210376650094986, 0.0016590934246778488, 0.19073393940925598, -0.01571846753358841]","[0.17529939115047455, -0.22302018105983734, 0.280367910861969, 0.12329264730215073, 0.568579912185669, 0.8375664353370667, -0.04695792868733406, 0.0016118679195642471, 0.23595133423805237, -0.31086844205856323, -0.3457919657230377, 0.5099958777427673, 0.10806134343147278, -0.2847052216529846, 0.1944994479417801, 0.10254398733377457]",0,1
A child runs on a field with other children.,"[-0.1223587617278099, -0.1342170089483261, 0.047245658934116364, 0.2247334122657776, -0.1633446365594864, 0.7840505242347717, 0.24659578502178192, 0.11569033563137054, 0.620936930179596, 0.24298515915870667, 0.21728700399398804, 0.13624049723148346, -0.12086347490549088, 0.07329389452934265, -0.008540349081158638, 0.27792665362358093]","[0.0479452982544899, -0.10082224756479263, 0.2527235746383667, 0.28059807419776917, 0.3495135009288788, 1.3867357969284058, 0.07829529047012329, 0.031392499804496765, 0.13737013936042786, 0.046622611582279205, -0.08746291697025299, 0.5611056089401245, -0.6351184248924255, 0.23123449087142944, -0.0784027948975563, 0.27482572197914124]",0,1
A person stands high in the tree.,"[0.1265532225370407, -0.030492475256323814, 0.4185330867767334, 0.4233727753162384, 0.1225062906742096, 0.8500855565071106, -0.15837575495243073, 0.24745407700538635, 0.1143592968583107, 0.07637514919042587, -0.12728780508041382, 0.6737478375434875, -0.33994603157043457, 0.1017090231180191, 0.1394568532705307, 0.07432031631469727]","[-0.273353636264801, -0.15848201513290405, 0.05498781055212021, 0.28937169909477234, 0.4178912341594696, 0.6561358571052551, 0.47738367319107056, -0.1753060221672058, -0.520995020866394, -0.12680870294570923, -0.19051480293273926, 0.44457149505615234, -0.4666748344898224, 0.13178904354572296, -0.07146508991718292, 0.3666636049747467]",0,1
At the table a woman sits,"[0.22392751276493073, -0.5647949576377869, 0.012145226821303368, -0.07159534096717834, -0.3137306869029999, 0.6924875378608704, 0.413869708776474, 0.3212971091270447, -0.5287776589393616, -0.05446409434080124, 0.1734142154455185, 0.32358318567276, -0.12753614783287048, 0.09246064722537994, 0.06430517882108688, 0.22427773475646973]","[0.1415064036846161, 0.015668960288167, -0.1261497437953949, 0.19734206795692444, 0.027793021872639656, 0.5912160277366638, -0.003912012092769146, -0.15716741979122162, -0.1600162237882614, 0.28927135467529297, -0.059375882148742676, 0.10794208198785782, -0.24480143189430237, -0.029676737263798714, 0.11325085908174515, -0.045015305280685425]",0,1
Person rests in grass.,"[0.12026677280664444, -0.23108132183551788, 0.09435870498418808, 0.5500583052635193, 0.5436674952507019, 0.7504021525382996, 0.0959583967924118, -0.5095291137695312, -0.2812836468219757, -0.08540055900812149, -0.4749976098537445, 0.7365853190422058, -0.18020084500312805, 0.3539294898509979, -0.11936023086309433, -0.10458206385374069]","[0.32242265343666077, -0.39256009459495544, -0.07481630891561508, 0.27263501286506653, 0.24016262590885162, 0.7799074053764343, 0.48034581542015076, -0.1251332312822342, 0.47072458267211914, 0.21036870777606964, -0.06475852429866791, 0.13028255105018616, 0.07716161757707596, -0.09484652429819107, 0.21939508616924286, 0.12580238282680511]",0,1
The bride walked through the forest.,"[0.13314427435398102, 0.1648137867450714, 0.5919998288154602, 0.3224407136440277, 0.06557315587997437, 0.8290857672691345, 0.30046308040618896, 0.28142404556274414, -0.04430411010980606, 0.4052916467189789, 0.16725657880306244, 0.3930167555809021, -0.5362028479576111, 0.001124231144785881, 0.42911237478256226, 0.023926876485347748]","[0.012897433713078499, -0.31486478447914124, 0.1342720240354538, 0.21591414511203766, 0.09199470281600952, 0.6513490676879883, 0.32491132616996765, -0.03281894326210022, -0.1169855073094368, 0.14640529453754425, -0.021262705326080322, 0.38667088747024536, -0.4321155548095703, 0.03314327448606491, 0.35587412118911743, 0.022791288793087006]",0,1
A person rests their head on the grass.,"[-0.053781889379024506, -0.23988516628742218, 0.03650147467851639, -0.1525268852710724, 0.20010709762573242, 0.4961099326610565, 0.1964035928249359, -0.3646577298641205, -0.02489674650132656, 0.21655207872390747, -0.4177067279815674, 0.32660627365112305, 0.022888293489813805, 0.094608835875988, 0.2570230960845947, -0.1515062302350998]","[0.15450097620487213, -0.11947394907474518, 0.210787832736969, -0.018613560125231743, 0.05391658842563629, 0.840946614742279, -0.14100110530853271, 0.11574816703796387, -0.20165731012821198, 0.047409288585186005, -0.3862539529800415, 0.8761269450187683, -0.6791840195655823, 0.19646845757961273, 0.5244706869125366, -0.06521863490343094]",0,1
A person rests on grass.,"[-0.07076263427734375, -0.019302723929286003, 0.08454547077417374, -0.14755479991436005, 0.0499894842505455, 0.9331144690513611, -0.16666601598262787, -0.2524073123931885, 0.1320270597934723, 0.17520838975906372, -0.4082668125629425, 0.8698633313179016, -0.4176045358181, -0.09166856110095978, 0.10763886570930481, 0.005503037013113499]","[-0.31540119647979736, 0.3716929852962494, 0.4606581926345825, 0.45944541692733765, 0.33457398414611816, 0.7447897791862488, 0.14432008564472198, -0.15400588512420654, 0.13157866895198822, 0.2896179258823395, -0.27255892753601074, 0.27847403287887573, -0.6803780198097229, 0.13116338849067688, 0.35060954093933105, 0.047936663031578064]",0,1
A man running through the forest.,"[0.02241239883005619, -0.07133547961711884, 0.24640759825706482, 0.2092972993850708, 0.24395206570625305, 0.6333222985267639, 0.17562100291252136, 0.01741006411612034, -0.08905237168073654, 0.11875265836715698, -0.18661364912986755, 0.4884946346282959, -0.5372343063354492, 0.26668694615364075, 0.09650179743766785, -0.23312999308109283]","[0.05856643617153168, -0.4556768238544464, 0.026438314467668533, 0.15097908675670624, 0.19421464204788208, 0.6800816655158997, 0.3736684322357178, 0.026723360642790794, 0.4755869507789612, -0.18897302448749542, 0.22077873349189758, 0.371860146522522, -0.06421123445034027, 0.09067008644342422, 0.17558246850967407, 0.04259156063199043]",0,1
A man stands in a field.,"[-0.08587569743394852, -0.25369879603385925, 0.1769694983959198, 0.20315347611904144, 0.09012788534164429, 0.6083642840385437, 0.47816142439842224, 0.12715058028697968, 0.28310737013816833, 0.0531746968626976, -0.05478094518184662, 0.06339970231056213, -0.36284518241882324, 0.15552230179309845, -0.03579273819923401, 0.020686112344264984]","[0.04448828846216202, -0.43533220887184143, 0.008176011964678764, 0.30221351981163025, -0.10110412538051605, 0.600778341293335, 0.7060036659240723, 0.4575285315513611, -0.27210333943367004, -0.08748126029968262, 0.13403163850307465, 0.466145396232605, -0.41074323654174805, 0.024113966152071953, 0.048620209097862244, -0.07859116047620773]",0,1
Girl is standing in the grass.,"[0.30328214168548584, -0.06850615888834, 0.08187980204820633, 0.1403406858444214, 0.4441957175731659, 0.5885466933250427, -0.047993291169404984, -0.11549451947212219, -0.20393331348896027, -0.27496084570884705, -0.009843237698078156, 0.6164259910583496, -0.4455551505088806, 0.3983275294303894, -0.14531350135803223, -0.09476903825998306]","[0.09347110241651535, -0.2212183028459549, -0.10579860955476761, 0.11113452911376953, -0.15152695775032043, 0.7480888962745667, 0.1764920949935913, -0.15853971242904663, -0.14050036668777466, -0.214858740568161, 0.17589405179023743, 0.6804141998291016, -0.2858947515487671, 0.12398936599493027, 0.15369457006454468, 0.12444327026605606]",0,1
A girl standing in grass.,"[-0.29829323291778564, -0.24111445248126984, 0.23160982131958008, 0.2464425265789032, 0.19153138995170593, 0.727127730846405, 0.324955552816391, -0.2088732272386551, -0.09471749514341354, -0.01159374974668026, -0.4916040599346161, 0.4671679139137268, -0.39707911014556885, 0.46792545914649963, 0.25212347507476807, -0.06557640433311462]","[0.024613359943032265, -0.21359042823314667, 0.1521424800157547, 0.5378445386886597, -0.12686672806739807, 0.7629470825195312, 0.2388770431280136, 0.08543768525123596, 0.018125468865036964, 0.10483289510011673, 0.005161270499229431, 0.4312348961830139, -0.1951180100440979, 0.2076922208070755, 0.29881420731544495, -0.03594246506690979]",0,1
A dog is laying on the grass.,"[0.1372908353805542, -0.3586200475692749, 0.10112626105546951, -0.05861107259988785, 0.08462796360254288, 0.8290992975234985, -0.25040388107299805, 0.11438637226819992, 0.19511276483535767, 0.44553354382514954, 0.13584080338478088, 0.1760646253824234, -0.2922542095184326, -0.013099582865834236, 0.3512059152126312, -0.2567697763442993]","[0.0875743106007576, -0.31532421708106995, 0.27497079968452454, -0.18306104838848114, 0.1099073588848114, 0.5337201952934265, 0.0635058730840683, 0.3681257367134094, -0.006748354062438011, 0.17695413529872894, 0.059158556163311005, 0.573765218257904, -0.2854882776737213, 0.06315241008996964, 0.20155678689479828, -0.09325312823057175]",0,1
A woman lying in the grass.,"[0.11905816942453384, -0.25172582268714905, 0.1519635021686554, 0.3250284194946289, -0.2625095844268799, 0.8030471205711365, 0.19152866303920746, 0.3426384925842285, -0.14013242721557617, 0.12662160396575928, -0.14823532104492188, 0.23509617149829865, -0.36470311880111694, 0.338710218667984, 0.044357284903526306, 0.27137377858161926]","[-0.300839900970459, -0.23952125012874603, 0.13388845324516296, 0.46009644865989685, -0.06336535513401031, 1.004967212677002, 0.4098361134529114, 0.02293878234922886, -0.3817034363746643, 0.2942275404930115, 0.27247902750968933, 0.4492950439453125, -0.509706974029541, -0.02357948012650013, 0.2913054823875427, 0.4354037642478943]",0,1
A girl sits in the grass.,"[-0.21121235191822052, -0.0019994359463453293, 0.478519082069397, 0.6424245238304138, 0.15548187494277954, 0.9314960837364197, 0.5799924731254578, -0.052959054708480835, -0.5050636529922485, -0.09057403355836868, -0.015318483114242554, 0.445382297039032, -0.27694395184516907, 0.3194282054901123, 0.07917185127735138, 0.0066964710131287575]","[0.08320435136556625, -0.4244164228439331, 0.12806916236877441, 0.025838790461421013, -0.1357717216014862, 0.9546170830726624, 0.15269768238067627, 0.3534003496170044, -0.060345761477947235, -0.15306152403354645, -0.011432446539402008, 0.46042197942733765, -0.1802915632724762, -0.0441623255610466, -0.3795512020587921, 0.8360586166381836]",0,1
A woman lying in the grass.,"[0.11905816942453384, -0.25172582268714905, 0.1519635021686554, 0.3250284194946289, -0.2625095844268799, 0.8030471205711365, 0.19152866303920746, 0.3426384925842285, -0.14013242721557617, 0.12662160396575928, -0.14823532104492188, 0.23509617149829865, -0.36470311880111694, 0.338710218667984, 0.044357284903526306, 0.27137377858161926]","[0.1372908353805542, -0.3586200475692749, 0.10112626105546951, -0.05861107259988785, 0.08462796360254288, 0.8290992975234985, -0.25040388107299805, 0.11438637226819992, 0.19511276483535767, 0.44553354382514954, 0.13584080338478088, 0.1760646253824234, -0.2922542095184326, -0.013099582865834236, 0.3512059152126312, -0.2567697763442993]",0,1
